title,price,location,area,bathrooms,bedrooms,price_per_sqm
غرفة وحمام في الغبره الجنوبية  room South Al-Ghubra,150.0,"Al Ghubrah, Muscat•",50.0,1.0,1.0,3.0
room for sale wadi hatat number3,100.0,"Al Amarat, Muscat•",600.0,2.0,3.0,0.16666666666666666
صلالة المعتزة بالقرب من حديقه صلالة العامة,16.0,"Salalah, Dhofar•",300.0,1.0,1.0,0.05333333333333334
Room available ghunrah near Emirates gift market,130.0,"Al Ghubrah, Muscat•",100.0,1.0,1.0,1.3
3bhk flat for rent,400.0,"Al Ghubrah, Muscat•",10.0,3.0,3.0,40.0
شقق 3غرف واستوديو خط اول بالقرب من واجهة الشاطي الأسعار تتفاوت,3520.0,"Salalah, Dhofar•",100.0,2.0,3.0,35.2
غرفه كبيره vip مع دوره مياه العامرات الخامسه,110.0,"Al Amarat, Muscat•",100.0,1.0,1.0,1.1
3 bedroom aparment for rent commercial,350.0,"Azaiba, Muscat•",150.0,3.0,3.0,2.3333333333333335
small room,50.0,"Al Ghubrah, Muscat•",60.0,1.0,1.0,0.8333333333333334
فرصة استثمارية نادرة في قلب الخوير - مسقط,1500.0,"Al Khuwair, Muscat•",800.0,8.0,9.0,1.875
FLAT FOR RENT,300.0,"Ruwi, Muscat•",140.0,3.0,3.0,2.142857142857143
Bed Space Available-Ghubra,60.0,"Al Ghubrah, Muscat•",12.0,1.0,1.0,5.0
Showroom / Shop for Rent near Bank Dhofar,660.0,"Al Maabilah, Muscat•",43.0,2.0,2.0,15.348837209302326
BUILDING 104 للايجار محل العوهي الصناعية,75.0,"Sohar, Al Batinah•",60.0,2.0,2.0,1.25
Shop For Rent,200.0,"Bosher, Muscat•",28.0,2.0,2.0,7.142857142857143
إيجار يومي بصلاله,50.0,"Salalah, Dhofar•",100.0,2.0,2.0,0.5
شقة للايجار في بوشر,150.0,"Bosher, Muscat•",80.0,1.0,1.0,1.875
شقة للايجار اليومي ٢٥ ريال للعوائل,50.0,"Salalah, Dhofar•",100.0,1.0,2.0,0.5
العامرات المحج,120.0,"Al Amarat, Muscat•",34.0,2.0,2.0,3.5294117647058822
للايجار فيلا   for rent villa,300.0,"Al Amarat, Muscat•",555.0,6.0,6.0,0.5405405405405406
Lexuary 2 Bedroom Apartment at Muscat Hills,400.0,"Muscat Hills, Muscat•",140.0,3.0,2.0,2.857142857142857
شقه للإيجار,50.0,"Salalah, Dhofar•",525.0,3.0,3.0,0.09523809523809523
صلالة,50.0,"Salalah, Dhofar•",350.0,5.0,4.0,0.14285714285714285
including 75 omr    electric water free,75.0,"Al Hail, Muscat•",12.0,1.0,1.0,6.25
Rooms and Bed space for rent,160.0,"Khasab, Musandam•",15.0,4.0,3.0,10.666666666666666
صلاله عوقد,75.0,"Salalah, Dhofar•",600.0,6.0,5.0,0.125
شقق للايجار قنتب 99210906,160.0,"Qantab, Muscat•",90.0,2.0,2.0,1.7777777777777777
شقه واسعه للإيجار,125.0,"Al Amarat, Muscat•",120.0,2.0,2.0,1.0416666666666667
غرفة للإجار نزوى 6 ريال,10.0,"Nizwa, Al Dakhiliya•",70.0,1.0,1.0,0.14285714285714285
شقه مفروشه للايجار,190.0,"Al Maabilah, Muscat•",100.0,3.0,2.0,1.9
شقق للايجارWadi Kabeer   Flat for rent,130.0,"Al Wadi Al Kabir, Muscat•",150.0,2.0,3.0,0.8666666666666667
شالية العز عروض الافتتاح,50.0,"Al Mudaibi, Al Sharqiya•",150.0,3.0,2.0,0.3333333333333333
room / space for rent,85.0,"Bosher, Muscat•",12.0,1.0,1.0,7.083333333333333
room rent for bedspace,40.0,"Barka, Al Batinah•",303.0,2.0,1.0,0.132013201320132
غرفة للايجار في نزوى,10.0,"Nizwa, Al Dakhiliya•",70.0,1.0,1.0,0.14285714285714285
BES SPACE AVAILABLE AT WADI KABIR,30.0,"Al Wadi Al Kabir, Muscat•",100.0,1.0,1.0,0.3
"including electricity,water and wifi",90.0,"Al Ghubrah, Muscat•",70.0,1.0,1.0,1.2857142857142858
شقق جديدة للايجار قرب الميناء منطقة الفلج. . . New apartments in Falaj,130.0,"Sohar, Al Batinah•",120.0,2.0,2.0,1.0833333333333333
Room for rent for indian Muslim Family only,160.0,"Bosher, Muscat•",10.0,1.0,2.0,16.0
فيلا دورين,135.0,"Salalah, Dhofar•",620.0,6.0,5.0,0.21774193548387097
1 BHK flat in Al Khoudh village,195.0,"Al Khoud, Muscat•",95.0,1.0,1.0,2.0526315789473686
فيلا بتصميم عصري   احجز موعدك لمعاينة,135.0,"Al Amarat, Muscat•",600.0,7.0,5.0,0.225
Room for rent with balcony and toilet,100.0,"Al Khuwair, Muscat•",45.0,1.0,1.0,2.2222222222222223
Room for rent,105.0,"Al Khuwair, Muscat•",30.0,2.0,2.0,3.5
SHOPS FOR RENT RUSSAIL SANIYA,80.0,"Al Rusayl, Muscat•",30.0,2.0,2.0,2.6666666666666665
Room for rent near centara hotel ghala,70.0,"Ghala, Muscat•",70.0,1.0,1.0,1.0
الخوض,220.0,"Al Khoud, Muscat•",200.0,2.0,2.0,1.1
Room for sharing,60.0,"Al Ghubrah, Muscat•",14.0,1.0,1.0,4.285714285714286
مطلوب مزرعه للايجار,700.0,"Nizwa, Al Dakhiliya•",2000.0,2.0,2.0,0.35
Rooms and bed space available,23.0,"Qurum, Muscat•",10.0,1.0,2.0,2.3
2 BHK in Al Qururm with Electricty and Water Opposite Rose garden,275.0,"Qurum, Muscat•",110.0,2.0,2.0,2.5
Juman 1 appartement,1200.0,"The Wave (Almouj), Muscat•",151.0,4.0,3.0,7.947019867549669
فيلا فاخرة للايجار اليومي,100.0,"Salalah, Dhofar•",600.0,3.0,3.0,0.16666666666666666
للإيجار اليومي – فلة راقية في عوقد | حي المروج,130.0,"Salalah, Dhofar•",800.0,7.0,6.0,0.1625
شقة ستوديو الوطية شارع الوكالات,150.0,"Muscat - Other, Muscat•",80.0,1.0,1.0,1.875
one bedroom flat  (Studio) Wattayah,150.0,"Muscat - Other, Muscat•",80.0,1.0,1.0,1.875
شقة مفروشة باربع غرف نوم بسعر 40 ريال,50.0,"Salalah, Dhofar•",210.0,3.0,4.0,0.23809523809523808
بيت  للإيجار,200.0,"Al Buraimi, Al Buraimi•",300.0,6.0,4.0,0.6666666666666666
شاليه The deer مكان للاستجمام لك ولعائلتك عرض الصيف 65 ريال ايام اسبوع,65.0,"Barka, Al Batinah•",1200.0,5.0,2.0,0.05416666666666667
شعبيه قلعه العوامر ازكي محافظه الداخليه,13.0,"Izki, Al Dakhiliya•",20.0,1.0,1.0,0.65
Bed space available for Pakistani 28 rial all free,30.0,"Al Khoud, Muscat•",500.0,1.0,1.0,0.06
Bedspace executive Indian bachelor - الغرفة متاحة فقط للملاباري,30.0,"Al Khoud, Muscat•",50.0,1.0,1.0,0.6
bed space available in souq alkhod water electricity wifi all free 28,30.0,"Al Khoud, Muscat•",500.0,1.0,1.0,0.06
Bath attached room available - فقط للملاباري,60.0,"Al Khoud, Muscat•",50.0,1.0,1.0,1.2
OFFICE SPACE FOR RENT,150.0,"Mutrah, Muscat•",10.0,2.0,2.0,15.0
عقود ايجار مؤقته تجاري/ سكني,80.0,"Bosher, Muscat•",300.0,2.0,2.0,0.26666666666666666
"Monthly, Weekly and Daily Furnished Room in Muscat in Al Khoud",10.0,"Al Khoud, Muscat•",30.0,1.0,1.0,0.3333333333333333
Lovely townhouse for RENT in Qurum,500.0,"Qurum, Muscat•",325.0,4.0,4.0,1.5384615384615385
وحدات سكنيه للايجار بمسقط وشقق وغرف,180.0,"Azaiba, Muscat•",60.0,1.0,1.0,3.0
غرفه نظيفه للإيجار اليومي,24.0,"Salalah, Dhofar•",100.0,1.0,1.0,0.24
Studio Apartment fully furnished for non cooking bachelor,160.0,"Azaiba, Muscat•",170.0,1.0,1.0,0.9411764705882353
سكن وغرف مشتركة في المعبيلة,30.0,"Al Maabilah, Muscat•",20.0,1.0,1.0,1.5
فيلا خمس غرف للايجار اليومي بمنطقة صحلنوت,90.0,"Salalah, Dhofar•",2500.0,5.0,5.0,0.036
غرفة  وحمام في الغبرة الجنوبية Southern Ghubrah room and,150.0,"Muscat - Other, Muscat•",40.0,1.0,1.0,3.75
female bed space ladies room,50.0,"Al Ghubrah, Muscat•",100.0,1.0,1.0,0.5
office space for rent,65.0,"Al Ghubrah, Muscat•",100.0,2.0,2.0,0.65
مكتب جاهز للايجار,660.0,"Qurum, Muscat•",110.0,2.0,2.0,6.0
Furnished Room for Indians Only,130.0,"Ghala, Muscat•",250.0,1.0,1.0,0.52
"For monthly and daily rent, bad in shared room All inclusive services.",35.0,"Al Khuwair, Muscat•",100.0,2.0,3.0,0.35
daily or month rent shared For girls and employees Inmiddle Al-Maha St,40.0,"Bosher, Muscat•",95.0,3.0,3.0,0.42105263157894735
"daily and monthly rent, shared rooms,master and single, AlMaha Street",120.0,"Al Khuwair, Muscat•",60.0,1.0,1.0,2.0
سرير للايجار بغرفة ثلاثي,40.0,"Al Khoud, Muscat•",40.0,1.0,1.0,1.0
شاليه الميثا,55.0,"Al Maabilah, Muscat•",200.0,2.0,2.0,0.275
شمال عوقد,20.0,"Salalah, Dhofar•",15.0,1.0,3.0,1.3333333333333333
NO CONTRACT Fully Furnished 2 BHK Flat in Falaj Sohar near KFC,190.0,"Sohar, Al Batinah•",55.0,2.0,2.0,3.4545454545454546
luxury vilaa for rent فيلا فاخرة وراقية للإيجار,150.0,"Al Sifah, Muscat•",1200.0,4.0,3.0,0.125
Room for executive,150.0,"Al Khuwair, Muscat•",12.0,1.0,1.0,12.5
Spacious Room for rent,75.0,"Al Wadi Al Kabir, Muscat•",50.0,1.0,1.0,1.5
Room for rent in Al khuwair south,90.0,"Al Khuwair, Muscat•",10.0,1.0,1.0,9.0
للإيجار ارض صناعيه مسوره للتواصل 99256919,200.0,"Suwaiq, Al Batinah•",1150.0,2.0,2.0,0.17391304347826086
The links one bedroom apartment for rent,325.0,"Al Seeb, Muscat•",68.0,2.0,1.0,4.779411764705882
shop in Mabaila محل بالمعبيلة,89.0,"Al Maabilah, Muscat•",35.0,2.0,2.0,2.5428571428571427
شقة صلاله نظيفه وواسعه للايجار اليومي,50.0,"Salalah, Dhofar•",10.0,2.0,2.0,5.0
طاقة قريب دربات,110.0,"Taqah, Dhofar•",350.0,6.0,6.0,0.3142857142857143
غرف للايجار,30.0,"Taqah, Dhofar•",60.0,1.0,1.0,0.5
sharing room bed space 25 omr ruwi,40.0,"Ruwi, Muscat•",50.0,1.0,1.0,0.8
غرفة رخيصة للإيجار في خريف صلالة,50.0,"Salalah, Dhofar•",50.0,5.0,5.0,1.0
cheap and best room for rent salalah khareef,50.0,"Salalah, Dhofar•",50.0,1.0,1.0,1.0
بالخوير-غرفة كبيرة بحمام- تصلح لـ 3 أو 4 أصدقاء-للإيجار الشهري,150.0,"Al Khuwair, Muscat•",50.0,1.0,1.0,3.0
غرفة نوم وحمام في السعادة الجنوبيه,20.0,"Salalah, Dhofar•",25.0,1.0,1.0,0.8
شقة الإيجار في السعادة الجنوبيه,65.0,"Salalah, Dhofar•",100.0,3.0,4.0,0.65
flat for rent in elkhwair all furniture,250.0,"Al Khuwair, Muscat•",65.0,1.0,1.0,3.8461538461538463
flat 1bhk in elkhwair with new furniture and included all bills,280.0,"Al Khuwair, Muscat•",70.0,1.0,1.0,4.0
استوديو سكني فاخر في منتجع هوانا صلالة,55.0,"Salalah, Dhofar•",60.0,1.0,1.0,0.9166666666666666
شقه غرفتين وصاله ومطبخ وحمامين للإيجار يومي,2500.0,"Salalah, Dhofar•",100.0,2.0,2.0,25.0
شقة جديدة في مركز عبري,120.0,"Ibri, Al Dhahirah•",85.0,2.0,2.0,1.411764705882353
for run 18:7:2025,120.0,"Azaiba, Muscat•",25.0,1.0,1.0,4.8
Shear Room For Rent,65.0,"Ghala, Muscat•",180.0,1.0,1.0,0.3611111111111111
Big single room available in ghala,110.0,"Ghala, Muscat•",450.0,2.0,2.0,0.24444444444444444
صلاله عوقد,1111.0,"Salalah, Dhofar•",150.0,3.0,3.0,7.406666666666666
بركة الباطنة صومحان شمالية,380.0,"Barka, Al Batinah•",600.0,3.0,3.0,0.6333333333333333
Room for Rent Amarat,60.0,"Al Amarat, Muscat•",30.0,1.0,1.0,2.0
غرف للايجار اليومي,10.0,"Al Maabilah, Muscat•",600.0,7.0,7.0,0.016666666666666666
السعاده الشماليه,15.0,"Salalah, Dhofar•",12.0,1.0,1.0,1.25
"amazing penthouse FREE internet, Teracce",560.0,"Azaiba, Muscat•",170.0,2.0,2.0,3.2941176470588234
استراحة للايجار,100.0,"Qurayyat, Muscat•",400.0,2.0,2.0,0.25
"Room for Rent in Azaiba, 18 November street",80.0,"Azaiba, Muscat•",10.0,1.0,1.0,8.0
very big room for Indian family near city center for family only,95.0,"Al Mawaleh, Muscat•",300.0,1.0,1.0,0.31666666666666665
غرفه كبيره لعائله,25.0,"Salalah, Dhofar•",70.0,1.0,1.0,0.35714285714285715
sharing flat for family,60.0,"Mutrah, Muscat•",50.0,1.0,2.0,1.2
شقة للإيجار,450.0,"Bosher, Muscat•",122.0,3.0,2.0,3.6885245901639343
Room Stodio furnished,120.0,"Al Khuwair, Muscat•",260.0,1.0,1.0,0.46153846153846156
محلات تجارية,250.0,"Bosher, Muscat•",110.0,2.0,2.0,2.272727272727273
Studio Flat,120.0,"Al Khuwair, Muscat•",260.0,1.0,1.0,0.46153846153846156
FURNISHED ROOM FOR RENT- 6 Month's( Looking Only For Malayali Couple ),120.0,"Ruwi, Muscat•",15.0,1.0,1.0,8.0
Unfurnished Bedroom with a Toilet,80.0,"Al Khoud, Muscat•",45.0,1.0,1.0,1.7777777777777777
Room for Rent near Fathima Al Ghubra south,120.0,"Ghala, Muscat•",12.0,1.0,1.0,10.0
الموج,650.0,"The Wave (Almouj), Muscat•",100.0,2.0,2.0,6.5
room for rent,110.0,"Al Khuwair, Muscat•",25.0,0.0,1.0,4.4
شقة مفروشة للإيجار اليومي ٢٠ ريال صلالة الجديدة,1111.0,"Salalah, Dhofar•",100.0,2.0,2.0,11.11
صلالة,50.0,"Salalah, Dhofar•",30.0,1.0,1.0,1.6666666666666667
غرفه وحمام ومطبخ,12.0,"Salalah, Dhofar•",355.0,1.0,1.0,0.03380281690140845
one room for rent,130.0,"Qurum, Muscat•",100.0,1.0,1.0,1.3
استراحة مودرن جديدة للإيجار في أتين - صلالة,90.0,"Salalah, Dhofar•",400.0,2.0,2.0,0.225
family building for rent,110.0,"Al Mawaleh, Muscat•",45.0,1.0,1.0,2.4444444444444446
شقة فاخرة للايجار في بوشر خلف نادي بوشر بسعر مميز,230.0,"Bosher, Muscat•",80.0,2.0,2.0,2.875
العامرات المنطقة الرابعه,130.0,"Al Amarat, Muscat•",150.0,3.0,3.0,0.8666666666666667
2 rooms fkat in North Hail,110.0,"Al Hail, Muscat•",101.0,2.0,2.0,1.0891089108910892
شقق فخمة لإيجار,50.0,"Salalah, Dhofar•",100.0,2.0,2.0,0.5
شقه فندقيه فالمعبيله لأيجار اليومي,50.0,"Al Maabilah, Muscat•",96.0,2.0,2.0,0.5208333333333334
Room for Rent,80.0,"Ruwi, Muscat•",15.0,1.0,1.0,5.333333333333333
1Bedroom flat in Ruwi Wadi Audai,65.0,"Ruwi, Muscat•",65.0,1.0,1.0,1.0
استوديو للاجار في منطقة سندان الصناعيه في حلبان,70.0,"Al Maabilah, Muscat•",36.0,1.0,1.0,1.9444444444444444
بركا -الباطنه,100.0,"Barka, Al Batinah•",100.0,2.0,2.0,1.0
فلة جديدة للأيجار في الخريف,130.0,"Salalah, Dhofar•",600.0,7.0,6.0,0.21666666666666667
Single room attached bathroom sharing kitchen for rent rumais location,55.0,"Barka, Al Batinah•",22.0,1.0,1.0,2.5
عقارات للايجار,100.0,"Muscat - Other, Muscat•",200.0,2.0,2.0,0.5
غرفه مستقله للايجار,15.0,"Salalah, Dhofar•",20.0,1.0,1.0,0.75
شقة مفروشة للايجار اليومي ب25 ريال,50.0,"Salalah, Dhofar•",111.0,3.0,2.0,0.45045045045045046
bed space near panorama mall and mall of Oman,35.0,"Al Ghubrah, Muscat•",140.0,1.0,1.0,0.25
Bed Space available for Keralite From Aug 01,60.0,"Al Ghubrah, Muscat•",50.0,1.0,1.0,1.2
محل خلفي للايجار في المعبيلة 7,85.0,"Al Maabilah, Muscat•",18.0,2.0,2.0,4.722222222222222
محلات تجاريه للاجار,300.0,"Al Maabilah, Muscat•",17.0,2.0,2.0,17.647058823529413
2 bhk appartmebt for rent,450.0,"Ghala, Muscat•",110.0,2.0,2.0,4.090909090909091
بيت الايجار,90.0,"Saham, Al Batinah•",80.0,2.0,2.0,1.125
1 BHK Ground Floor Flat with Window ACat Al Khuwair Nr Sagar Polyclinc,170.0,"Al Khuwair, Muscat•",90.0,1.0,1.0,1.8888888888888888
Single room available rent for an appartment:Rent:55,50.0,"Nizwa, Al Dakhiliya•",230.0,1.0,1.0,0.21739130434782608
فله مستقله مع حوش في عوقد مربع ج,60.0,"Salalah, Dhofar•",600.0,3.0,3.0,0.1
"Room for rent,  attached bathroom.",100.0,"Al Khuwair, Muscat•",12.0,1.0,1.0,8.333333333333334
صلالة السعادة الشمالية قريب سوبر ماركت البهجة,15.0,"Salalah, Dhofar•",20.0,1.0,1.0,0.75
Room family and Ladies For Rent in Azaiba,130.0,"Azaiba, Muscat•",80.0,1.0,1.0,1.625
Room with Separate bathroom and kitchen in Al Hail North,70.0,"Al Hail, Muscat•",20.0,1.0,1.0,3.5
Room for rent for Executive people's,90.0,"Al Amarat, Muscat•",30.0,1.0,1.0,3.0
Sharing Room for Executive Bechalor,100.0,"Ruwi, Muscat•",150.0,2.0,1.0,0.6666666666666666
غرف مفروشة للايجار الخوض السوق,125.0,"Al Khoud, Muscat•",35.0,1.0,1.0,3.5714285714285716
Full room and bed space,35.0,"Al Mawaleh, Muscat•",20.0,1.0,1.0,1.75
One month room rent,80.0,"Ruwi, Muscat•",12.0,1.0,1.0,6.666666666666667
Single Room attached bath Room for Ren  97634556 cont numbert,80.0,"Barka, Al Batinah•",20.0,1.0,1.0,4.0
اجار يومي فلة صلالة / السعادة الشمالية,100.0,"Salalah, Dhofar•",230.0,5.0,4.0,0.43478260869565216
2 Bhk Apartment For Rent in bawsher,235.0,"Bosher, Muscat•",75.0,2.0,2.0,3.1333333333333333
bed space available for Panjabi people only 20rial Al guvrah,20.0,"Al Ghubrah, Muscat•",50.0,1.0,1.0,0.4
Ladeis bed spice,55.0,"Ghala, Muscat•",400.0,2.0,2.0,0.1375
الخوير خلف مدرسه الخوير مقابل زاخر مول,160.0,"Al Khuwair, Muscat•",50.0,1.0,1.0,3.2
bad space available,30.0,"Al Ghubrah, Muscat•",44.0,1.0,1.0,0.6818181818181818
شقة مفروشة للايجار اليومي,50.0,"Haima, Al Wusta•",120.0,1.0,2.0,0.4166666666666667
Bed space for rent in azaiba what's app only,30.0,"Azaiba, Muscat•",60.0,1.0,1.0,0.5
صلالة,60.0,"Salalah, Dhofar•",350.0,3.0,3.0,0.17142857142857143
شقة للايجار من ٣ غرف في المعبيلة على خط شارع النور,170.0,"Al Maabilah, Muscat•",110.0,3.0,3.0,1.5454545454545454
شقة واسعة في المعبيلة الجنوبية على شارع النزهة مباشرة,240.0,"Al Maabilah, Muscat•",145.0,2.0,2.0,1.6551724137931034
صلالة (صحنلوت),13.0,"Salalah, Dhofar•",50.0,1.0,1.0,0.26
الخوير 33,185.0,"Al Khuwair, Muscat•",50.0,1.0,1.0,3.7
1 BHK - big flat with excellent finishing,160.0,"Al Wadi Al Kabir, Muscat•",75.0,1.0,1.0,2.1333333333333333
جنوب الباطنه . بركاء,50.0,"Barka, Al Batinah•",245.0,2.0,5.0,0.20408163265306123
غرف فردية للايجار اليومي في صلالة بسعر اقل من السوق,50.0,"Salalah, Dhofar•",100.0,1.0,1.0,0.5
Luxurious 1 BR newly fully furnished in Muscat Hills,400.0,"Muscat Hills, Muscat•",70.0,2.0,1.0,5.714285714285714
bed space available 35rial. water and electricity wifi included.,35.0,"Ruwi, Muscat•",25.0,4.0,3.0,1.4
للإيجار ٣ محلات مفتوحه في موقع حيوي في سوق الهمبار صحار,1800.0,"Sohar, Al Batinah•",130.0,2.0,2.0,13.846153846153847
Madinath Ilam Area,800.0,"Madinat As Sultan Qaboos, Muscat•",250.0,5.0,4.0,3.2
"room rent. August ,10th. furnished",120.0,"Azaiba, Muscat•",24.0,1.0,1.0,5.0
Near the German University of Ma'abela,60.0,"Al Maabilah, Muscat•",16.0,1.0,1.0,3.75
Furnished Single  room for rent,75.0,"Al Hamriyah, Muscat•",150.0,1.0,2.0,0.5
Shared room is available for indian men in MBD area nearby bank muscat,65.0,"Ruwi, Muscat•",50.0,1.0,1.0,1.3
bed space and rooms available for rent,80.0,"Barka, Al Batinah•",250.0,1.0,1.0,0.32
شقه للإيجار اليومي بصلالة 25 ريال,52.0,"Salalah, Dhofar•",121.0,2.0,2.0,0.4297520661157025
فيلا ايجار موسم الخريف,80.0,"Salalah, Dhofar•",400.0,5.0,4.0,0.2
مطلوب للايجار فيلا,100.0,"Al Khuwair, Muscat•",100.0,5.0,5.0,1.0
3 bead space,28.0,"Al Ghubrah, Muscat•",96.0,1.0,1.0,0.2916666666666667
