title,price,location,area,bathrooms,bedrooms,log_price,log_area
شقة راقية للإيجار في الموج – مبنى لاجن |  luxury apartment for rent in,525.0,"the wave (almouj), muscat",120.0,2.0,1.0,6.26530121273771,4.795790545596741
فيلا للإيجار في غلا – طابق أرضي فقط | villa for rent in ghala – groun,330.0,"ghala, muscat",300.0,4.0,3.0,5.802118375377063,5.707110264748875
finished studio north ghoubra behind ship mall including bills,160.0,"al ghubrah, muscat",109.0,1.0,1.0,5.081404364984463,4.700480365792417
muscat hills | amazng 2bhk apartment inside community (unfurnished),675.0,"muscat hills, muscat",111.0,2.0,2.0,6.516193076042964,4.718498871295094
shops and showrooms for rent in al khuwair,10.0,"al khuwair, muscat",398.0,2.0,2.0,2.3978952727983707,5.988961416889864
offices available for rent in prime locations in qurum,400.0,"qurum, muscat",50.0,2.0,2.0,5.993961427306569,3.9318256327243257
shared room for rent  غرفه للايجار,60.0,"al khoud, muscat",30.0,1.0,1.0,4.110873864173311,3.4339872044851463
well maintained 5 br townhouse in azaiba,500.0,"azaiba, muscat",300.0,6.0,5.0,6.2166061010848646,5.707110264748875
متوفر استديو غرفه وحمام ومطبخ مفروش بالكامل بالغبره الجنوبيه,190.0,"al ghubrah, muscat",80.0,1.0,1.0,5.25227342804663,4.394449154672439
fully furnished studio in al khuwair,180.0,"al khuwair, muscat",1000.0,1.0,2.0,5.198497031265826,6.90875477931522
1me66 - lovely 5bhk villa for rent in azaiba,550.0,"azaiba, muscat",400.0,6.0,5.0,6.311734809152915,5.993961427306569
3me62 - classic standalone 3+1 bhk villa for rent in mq,800.0,"madinat as sultan qaboos, muscat",300.0,3.0,3.0,6.68586094706836,5.707110264748875
breathtaking fully furnished marina view 2 bhk apartment for rent,340.0,"the wave (almouj), muscat",10.0,2.0,2.0,5.831882477283517,2.3978952727983707
lovely 2 bhk apartment  for rent at al mouj muscat.,340.0,"the wave (almouj), muscat",128.0,2.0,2.0,5.831882477283517,4.859812404361672
2 bedrooms apartment in acacia wave muscat almouj,675.0,"the wave (almouj), muscat",116.0,2.0,2.0,6.516193076042964,4.762173934797756
1bhk flat in industrial alwadi alkabir,120.0,"al wadi al kabir, muscat",60.0,1.0,1.0,4.795790545596741,4.110873864173311
adc503 different spaces brand new commercial office for rent in azaiba,552.0,"azaiba, muscat",92.0,2.0,2.0,6.315358001522335,4.532599493153256
غرفه وحمام ومطبخ الخوير مبني جديد مقابل بدر السما,130.0,"al khuwair, muscat",80.0,1.0,1.0,4.875197323201151,4.394449154672439
"spacious fully furnished 2bhk apartment in al ghubra, muscat",325.0,"al ghubrah, muscat",100.0,3.0,2.0,5.786897381366708,4.61512051684126
male bed spaces available in gahala (ready for emmidete move),45.0,"ghala, muscat",450.0,2.0,1.0,3.828641396489095,6.111467339502679
شقة جديدة راقية مع بركة سباحة خاصة في منتجع هوانا 30% لغاية 15 يوليو,65.0,"salalah, dhofar",90.0,2.0,1.0,4.189654742026425,4.51085950651685
furnished rent studio - al khuwair clean and tidy studio,160.0,"al khuwair, muscat",200.0,1.0,2.0,5.081404364984463,5.303304908059076
al mouj | beautiful 2bhk sea view apartment,340.0,"the wave (almouj), muscat",155.0,3.0,2.0,5.831882477283517,5.049856007249537
madinat al ilam | 4+1 br spacious mansion,340.0,"madinat as sultan qaboos, muscat",650.0,6.0,4.0,5.831882477283517,6.478509642208569
madinat qaboos | brand new luxurious 5+1br twin villas,340.0,"madinat as sultan qaboos, muscat",650.0,8.0,6.0,5.831882477283517,6.478509642208569
sr--mm-897  offices for rent in al khoudh/مكاتب للايجار في الخوض,300.0,"al khoud, muscat",70.0,2.0,2.0,5.707110264748875,4.2626798770413155
sr--ak-907 penthouse for rent in al azaiba/للإيجار: بنتهاوس في العذيبة,320.0,"azaiba, muscat",180.0,3.0,3.0,5.771441123130016,5.198497031265826
للايجار محل في المعبيله الجنوبيه,500.0,"al maabilah, muscat",56.0,2.0,2.0,6.2166061010848646,4.04305126783455
budget apartment for rent in ruwi| ref 70bc,325.0,"ruwi, muscat",90.0,3.0,2.0,5.786897381366708,4.51085950651685
للايجار شقة مميزه للعوائل في منطقة بوشر امام عمان مول _2bhk,270.0,"bosher, muscat",100.0,2.0,2.0,5.602118820879701,4.61512051684126
محلات للايجار ف الغبره الجنوبيه قريب من الخدمات shops for rent,220.0,"al ghubrah, muscat",35.0,2.0,2.0,5.3981627015177525,3.58351893845611
شقه للايجار في غلا بموقع ممتاز_1bhk,190.0,"ghala, muscat",100.0,2.0,1.0,5.25227342804663,4.61512051684126
للايجار محلات مميزه بمساحات متعدده ف مرتفعات غلا shops for rent differ,500.0,"ghala, muscat",71.0,2.0,2.0,6.2166061010848646,4.276666119016055
for rent 2 bhk fully furnished flat in rimal boucher,340.0,"bosher, muscat",10.0,3.0,2.0,5.831882477283517,2.3978952727983707
mq | spacious 3+1 br apartment,800.0,"madinat as sultan qaboos, muscat",125.0,3.0,3.0,6.68586094706836,4.836281906951478
sr-ib--894  room for rent – mawaleh north/ غرفة للإيجار – الموالح,150.0,"al mawaleh, muscat",50.0,1.0,1.0,5.017279836814924,3.9318256327243257
"3 br brand new villa – al muna gardens, bousher - with private pool",850.0,"bosher, muscat",159.0,4.0,3.0,6.7464121285733745,5.075173815233827
sr-ak--891 villa for rent in south mawaleh/ فيلا للايجار في الموالح,550.0,"al mawaleh, muscat",400.0,6.0,4.0,6.311734809152915,5.993961427306569
sr-ms--890villa for rent in – hail / فيلا للإيجار في الحيل,450.0,"al hail, muscat",300.0,4.0,4.0,6.111467339502679,5.707110264748875
highly recommended 5+1bhk villa at muscat hills,340.0,"muscat hills, muscat",450.0,6.0,5.0,5.831882477283517,6.111467339502679
highly recommended 4bhk villah in qurum near sultnan center,340.0,"qurum, muscat",650.0,6.0,4.0,5.831882477283517,6.478509642208569
sr-bt--889 flat for rent – muscat hills/شقة للايجار في مسقط هيلز,400.0,"muscat hills, muscat",150.0,3.0,2.0,5.993961427306569,5.017279836814924
sr-re--888 flat for rent in muscat hills/شقة للايجار في مسقط هيلز,650.0,"muscat hills, muscat",170.0,2.0,2.0,6.478509642208569,5.14166355650266
sr--ms-887 furnished flat for rent in muscat hills/ شقة مفروشه للايجار,350.0,"muscat hills, muscat",90.0,2.0,1.0,5.860786223465865,4.51085950651685
sr-mh-912 flat for rent in south mawaleh/شقة للايجار بالموالح الجنوبية,380.0,"al mawaleh, muscat",250.0,4.0,4.0,5.942799375126701,5.5254529391317835
rent - fully furnished studio in atheba,180.0,"azaiba, muscat",1000.0,1.0,2.0,5.198497031265826,6.90875477931522
furnished apartment for rent in al ghubra south,250.0,"al ghubrah, muscat",1000.0,1.0,1.0,5.5254529391317835,6.90875477931522
1 br fully furnished apartment in madinat sultan qaboos,650.0,"madinat as sultan qaboos, muscat",59.0,1.0,1.0,6.478509642208569,4.0943445622221
for rent flat 2bhk - al qurum,340.0,"qurum, muscat",11.0,3.0,2.0,5.831882477283517,2.4849066497880004
madinat al ilam | 3+1 br spacious mansion,340.0,"madinat as sultan qaboos, muscat",500.0,5.0,4.0,5.831882477283517,6.2166061010848646
2 br modern brand new marina view apartment in al mouj – juman 2,340.0,"the wave (almouj), muscat",109.0,3.0,2.0,5.831882477283517,4.700480365792417
5 br + maid’s room villa in mawaleh close to amenities,500.0,"al mawaleh, muscat",451.0,5.0,5.0,6.2166061010848646,6.113682179832232
great apartment for rent in bosher| ref 991ba,300.0,"bosher, muscat",80.0,2.0,1.0,5.707110264748875,4.394449154672439
beautiful 3+1 townhouse available for rent in al qurum,600.0,"qurum, muscat",300.0,5.0,4.0,6.398594934535208,5.707110264748875
sr-zy-810 fully furnished apartment to let in almouj,715.0,"the wave (almouj), muscat",100.0,2.0,2.0,6.573680166960646,4.61512051684126
"hi lady, recommended 4bhk with private pool at mq",340.0,"madinat as sultan qaboos, muscat",550.0,6.0,5.0,5.831882477283517,6.311734809152915
"""sr-sd-813 flat for rent in al mouj – fully equipped",600.0,"the wave (almouj), muscat",80.0,1.0,1.0,6.398594934535208,4.394449154672439
sr--ah-875  apartment for rent – al mouj/شقة للإيجار – الموج,525.0,"the wave (almouj), muscat",108.0,1.0,1.0,6.26530121273771,4.6913478822291435
highly recommended 3bhk at mq,600.0,"al seeb, muscat",320.0,4.0,3.0,6.398594934535208,5.771441123130016
prime location 4bhk bangalore at madina al ilam for rent,800.0,"madinat as sultan qaboos, muscat",425.0,5.0,4.0,6.68586094706836,6.054439346269371
highly recommended 4+1 bhk twin villa  for rent at shatti qurum,340.0,"madinat as sultan qaboos, muscat",550.0,5.0,4.0,5.831882477283517,6.311734809152915
sr--ah-876  furnished flat for rent al moujشقة مفروشة للإيجارفي الموج,700.0,"the wave (almouj), muscat",100.0,2.0,2.0,6.55250788703459,4.61512051684126
sr--ah-877  apartment for rent – al mouj/ شقة  للإيجارفي الموج,750.0,"the wave (almouj), muscat",80.0,2.0,1.0,6.621405651764134,4.394449154672439
great standalone villa for rent in al qurum| ref 67ic,650.0,"qurum, muscat",300.0,4.0,4.0,6.478509642208569,5.707110264748875
sr--se-882fully furnished flat for rent in al mouj شقه مفروشة للايجار,750.0,"the wave (almouj), muscat",100.0,2.0,2.0,6.621405651764134,4.61512051684126
brand new office spaces for rent - qurum city center,200.0,"qurum, muscat",10.0,2.0,2.0,5.303304908059076,2.3978952727983707
brand new budget friendly work spaces for rent - ghala!,300.0,"ghala, muscat",11.0,2.0,2.0,5.707110264748875,2.4849066497880004
استديو كبير مؤثث بالكامل للايجار في العذيبه,180.0,"azaiba, muscat",500.0,1.0,1.0,5.198497031265826,6.2166061010848646
2bhk for rent - al khuwair !,270.0,"al khuwair, muscat",100.0,3.0,2.0,5.602118820879701,4.61512051684126
2 bhk apartments for rent - wadi kabir !,325.0,"al wadi al kabir, muscat",100.0,3.0,2.0,5.786897381366708,4.61512051684126
brand new shops for rent - mawaleh !,350.0,"al mawaleh, muscat",40.0,2.0,2.0,5.860786223465865,3.713572066704308
2 bhk for rent - al khuwair !,275.0,"al khuwair, muscat",98.0,3.0,2.0,5.62040086571715,4.59511985013459
need a modern & stylish ready to move in office spaces - book now !,350.0,"al khuwair, muscat",15.07,2.0,2.0,5.860786223465865,2.776954179749421
"beautiful pool & marina view 1apartment for rent  al mouj muscat,",340.0,"the wave (almouj), muscat",123.0,1.0,1.0,5.831882477283517,4.820281565605037
office for rent - luxury brand new offices in pavillion muscat hills,380.0,"muscat hills, muscat",63.0,2.0,2.0,5.942799375126701,4.1588830833596715
5 br + maid’s room spacious villa in qurum,475.0,"qurum, muscat",459.0,5.0,5.0,6.16541785423142,6.131226489483141
madinat al ilam | wonderful 4+1 br community villa,749.0,"madinat as sultan qaboos, muscat",365.0,6.0,5.0,6.620073206530356,5.902633333401366
ruwi | spacious commercial unit in prime business location,650.0,"ruwi, muscat",185.0,2.0,2.0,6.478509642208569,5.225746673713202
al mouj | beautiful 2 bhk pool view apartment for rent,750.0,"the wave (almouj), muscat",105.0,2.0,2.0,6.621405651764134,4.663439094112067
al mouj | quality furnished 2+1 bhk pool view apartment for rent,799.0,"the wave (almouj), muscat",120.0,2.0,3.0,6.684611727667927,4.795790545596741
madinat al ilam | brand new 5+1 br luxurious villa,340.0,"madinat as sultan qaboos, muscat",508.0,8.0,6.0,5.831882477283517,6.2324480165505225
bosher al muna | brand new 3+1br townhouse with private pool for rent,850.0,"bosher, muscat",275.0,5.0,4.0,6.7464121285733745,5.62040086571715
muscathills | furnished quality 1bhk apartment,499.0,"muscat hills, muscat",110.0,2.0,1.0,6.214608098422191,4.709530201312334
beautiful villa for rent in  madinat al ilam,800.0,"madinat as sultan qaboos, muscat",350.0,4.0,4.0,6.68586094706836,5.860786223465865
للايجار محلات ف موقع متميز و حيوي ف الخوض السابعه بجوار فيفا ماركت,180.0,"al khoud, muscat",25.0,2.0,2.0,5.198497031265826,3.258096538021482
modern 3 br apartment available for rent in madinat al sultan qaboos,800.0,"madinat as sultan qaboos, muscat",130.0,3.0,3.0,6.68586094706836,4.875197323201151
villa for rent in mawallah south - commercial use,750.0,"al mawaleh, muscat",330.0,8.0,6.0,6.621405651764134,5.802118375377063
luxury apartment for rent in azaiba| ref 64yc,325.0,"azaiba, muscat",90.0,2.0,1.0,5.786897381366708,4.51085950651685
2 bhk brand new fully furnished apartment – wadi adai,340.0,"al wadi al kabir, muscat",110.0,2.0,2.0,5.831882477283517,4.709530201312334
like new 2 bhk apartment for rent on ruwi road front,250.0,"al hamriyah, muscat",100.0,3.0,2.0,5.5254529391317835,4.61512051684126
elegant 4 bhk villa for rent @ qurum,650.0,"qurum, muscat",300.0,5.0,4.0,6.478509642208569,5.707110264748875
newly refurbished 1 bhk for a special price,130.0,"mutrah, muscat",90.0,2.0,1.0,4.875197323201151,4.51085950651685
villa for rent – north al hail - فيلا للإيجار الحيل الشمالية,850.0,"al hail, muscat",220.0,5.0,4.0,6.7464121285733745,5.3981627015177525
standalone villa for rent in qurum| ref 98lc,750.0,"qurum, muscat",700.0,7.0,5.0,6.621405651764134,6.55250788703459
للايجار محلات ف موقع متميز ف الخوض السابعه بجوار فيفا هايبر ماركت,180.0,"al khoud, muscat",25.0,2.0,2.0,5.198497031265826,3.258096538021482
shops and room liwa غرفة لوى صناعية ومحلات,50.0,"liwa, al batinah",26.0,1.0,1.0,3.9318256327243257,3.295836866004329
توين فيلا للايجار في العامرات villa for rent in alamrat,350.0,"al amarat, muscat",340.0,5.0,4.0,5.860786223465865,5.831882477283517
villa for rent in seeb فيلا للايجار في السيب,500.0,"al seeb, muscat",200.0,4.0,3.0,6.2166061010848646,5.303304908059076
113 sqm fully furnished office space in bausher,620.0,"bosher, muscat",113.0,2.0,2.0,6.431331081933479,4.736198448394496
1 br cozy apartment for rent – muscat hills (blv building),330.0,"muscat hills, muscat",63.0,1.0,1.0,5.802118375377063,4.1588830833596715
شقة مفروشة للإيجار في مسقط هيلز furnished apartment for rent in muscat,340.0,"muscat hills, muscat",108.0,3.0,2.0,5.831882477283517,4.6913478822291435
"4me24 - commercial villa just for spa, botique, specialized clinic",800.0,"ansab, muscat",400.0,2.0,2.0,6.68586094706836,5.993961427306569
1me1 - fabulous 4bhk villa for rent in azaiba,600.0,"azaiba, muscat",400.0,4.0,5.0,6.398594934535208,5.993961427306569
luxury furnished flat in muscat hills with swimming pool view,340.0,"muscat hills, muscat",100.0,2.0,1.0,5.831882477283517,4.61512051684126
for rent 4 bhk villa in al qurum hills,340.0,"qurum, muscat",10.0,5.0,4.0,5.831882477283517,2.3978952727983707
brand new 1 bedroom apartment for rent in al mouj,700.0,"the wave (almouj), muscat",109.0,2.0,1.0,6.55250788703459,4.700480365792417
cozy 2 bedroom furnished apartment in muscat hills,550.0,"muscat hills, muscat",115.0,3.0,2.0,6.311734809152915,4.7535901911063645
for rent open space in al azaiba  (commercial / showroom),340.0,"azaiba, muscat",430.0,2.0,2.0,5.831882477283517,6.066108090103747
"four-bedroom villa, madinat qaboos, rmqv040",340.0,"madinat as sultan qaboos, muscat",360.0,5.0,4.0,5.831882477283517,5.8888779583328805
فيلا للإيجار المعبيلة الجنوبية – موقع مميز قريب من جميع الخدمات,340.0,"al maabilah, muscat",630.0,6.0,6.0,5.831882477283517,6.447305862541213
spacious 2 bhk apartment for rent in al khuwair,300.0,"al khuwair, muscat",110.0,3.0,2.0,5.707110264748875,4.709530201312334
1 bhk for rent - al khuwair!,215.0,"al khuwair, muscat",85.0,2.0,1.0,5.375278407684165,4.454347296253507
stunning furnished 4-bedroom apartment with panoramic marina view,340.0,"the wave (almouj), muscat",10.0,4.0,4.0,5.831882477283517,2.3978952727983707
stunning sea & marina views | 2-bedroom fully furnished apartment-rent,340.0,"the wave (almouj), muscat",10.0,2.0,2.0,5.831882477283517,2.3978952727983707
مبنى جديد معرض طابقين للايجار جنب عمان تل,111.0,"liwa, al batinah",1100.0,2.0,2.0,4.718498871295094,7.00397413672268
apartments for rent near darsait ism,275.0,"darsait, muscat",100.0,3.0,2.0,5.62040086571715,4.61512051684126
1 bhk apartment for rent in grand mall(syg),340.0,"bosher, muscat",100.0,2.0,1.0,5.831882477283517,4.61512051684126
2bhk apartment for rent zara building quram – ppa115,325.0,"qurum, muscat",110.0,3.0,2.0,5.786897381366708,4.709530201312334
flat in alwalja ruwi (b2550),130.0,"ruwi, muscat",100.0,2.0,2.0,4.875197323201151,4.61512051684126
"sustainable logistics solutions in khazaen economic city,ckwa38",340.0,"barka, al batinah",4500.0,2.0,2.0,5.831882477283517,8.412054873292933
"stunning 3 bhk apartment for rent – al meria north, al mouj",340.0,"the wave (almouj), muscat",250.0,4.0,3.0,5.831882477283517,5.5254529391317835
ghala | 2738 sqm warehouse in prime location,340.0,"ghala, muscat",2738.0,2.0,2.0,5.831882477283517,7.915348169263078
فيلا للإيجار بتشطيبات وديكور راقٍ – الخوض السابعة | stylish villa for,400.0,"al khoud, muscat",300.0,6.0,4.0,5.993961427306569,5.707110264748875
spacious 2bhk flat for rent in al azaiba near al mera hypermarket,340.0,"azaiba, muscat",130.0,2.0,3.0,5.831882477283517,4.875197323201151
store for rent مستودع للاجار,340.0,"bosher, muscat",300.0,2.0,2.0,5.831882477283517,5.707110264748875
villa @ south mwaleh behind city center within complex,450.0,"al mawaleh, muscat",320.0,5.0,5.0,6.111467339502679,5.771441123130016
شقة مؤثثة للايجار مسقط هيلز- full furnished apartment muscat hills,390.0,"muscat hills, muscat",77.0,2.0,1.0,5.968707559985366,4.356708826689592
al khuwair | 2 br apartments,270.0,"al khuwair, muscat",105.0,2.0,2.0,5.602118820879701,4.663439094112067
2bhk flat in wadi kabir area,200.0,"al wadi al kabir, muscat",90.0,2.0,2.0,5.303304908059076,4.51085950651685
2 bhk flat in cbd area ruwi,340.0,"ruwi, muscat",90.0,2.0,2.0,5.831882477283517,4.51085950651685
luxury brand new flat in juman 2 with marina view,340.0,"the wave (almouj), muscat",110.0,2.0,1.0,5.831882477283517,4.709530201312334
bowshar | excellent 3 br apartment for rent,270.0,"bosher, muscat",125.0,2.0,3.0,5.602118820879701,4.836281906951478
محلات للإيجار بأسعار تبدأ من 150 ريال فقط!,150.0,"sohar, al batinah",20.0,2.0,2.0,5.017279836814924,3.044522437723423
شقة راقية للإيجار في موقع مميز ببوشر,340.0,"bosher, muscat",125.0,3.0,3.0,5.831882477283517,4.836281906951478
high-end villa for rent in boushar al muna,650.0,"bosher, muscat",400.0,5.0,5.0,6.478509642208569,5.993961427306569
sr--bh-851  modern 1-bedroom flat in hills avenue – muscat hills,390.0,"muscat hills, muscat",70.0,1.0,1.0,5.968707559985366,4.2626798770413155
sr--mm-884 apartment for rent in muscat hills شقة للإيجار في مسقط هيلز,410.0,"muscat hills, muscat",90.0,2.0,1.0,6.018593214496234,4.51085950651685
brand new contemporary office spaces for rent !,250.0,"al khuwair, muscat",15.0,2.0,2.0,5.5254529391317835,2.772588722239781
للايجار شقه في مرتفعات غلا 1bhk راقيه اول ساكن مع  free wifi,230.0,"ghala, muscat",80.0,2.0,1.0,5.442417710521793,4.394449154672439
للإيجار غرفة بالخوض السادسه شاملة الفواتير,80.0,"al khoud, muscat",50.0,1.0,1.0,4.394449154672439,3.9318256327243257
للإيجار بيت في فلج القبائل,350.0,"sohar, al batinah",250.0,6.0,6.0,5.860786223465865,5.5254529391317835
اجار زوار الخريف,50.0,"salalah, dhofar",300.0,3.0,3.0,3.9318256327243257,5.707110264748875
شقة مفروشة بالكامل مع جميع المستلزمات في خط الرئيسي نستو ومسقط مول شام,220.0,"al maabilah, muscat",110.0,2.0,2.0,5.3981627015177525,4.709530201312334
بيت للإيجار جديد وفخم في صلالة متوفر من تاريخ ١٩/٨ إلى ٣١/٨,60.0,"salalah, dhofar",200.0,5.0,4.0,4.110873864173311,5.303304908059076
غرفه للايجار سعرها 15 ريال بسعاده الشماليه,50.0,"salalah, dhofar",10.0,1.0,1.0,3.9318256327243257,2.3978952727983707
من المالك مباشره ڤلل ومنتجع وشقق لإيجار اليومي نظيفه ماشاءالله,50.0,"salalah, dhofar",300.0,2.0,2.0,3.9318256327243257,5.707110264748875
شقة راقية في قلب صلالة,50.0,"salalah, dhofar",100.0,1.0,2.0,3.9318256327243257,4.61512051684126
غرفة للإيجار الشهري - room for monthly rent,110.0,"al maabilah, muscat",16.0,1.0,1.0,4.709530201312334,2.833213344056216
سكن للطالبات و الموظفات في المعبيلة الثامنه,50.0,"al maabilah, muscat",90.0,1.0,1.0,3.9318256327243257,4.51085950651685
شقه للإيجار اليومي,50.0,"salalah, dhofar",111.0,2.0,2.0,3.9318256327243257,4.718498871295094
بناية الظفره شقق مفروشه للايجار اليومي موقع جميل جدا بصلاله الجديده .,50.0,"salalah, dhofar",80.0,2.0,2.0,3.9318256327243257,4.394449154672439
2bhk flat  in mabela near nesto for family,150.0,"al maabilah, muscat",60.0,2.0,2.0,5.017279836814924,4.110873864173311
محل للإيجار / صناعية الخابوره,100.0,"al khaboura, al batinah",28.0,2.0,2.0,4.61512051684126,3.367295829986474
شقة للايجار في منتجع هوانا صلاله,50.0,"salalah, dhofar",62.0,3.0,3.0,3.9318256327243257,4.143134726391533
معرض ف الدقم الخط الاول قريب من بنك مسقط,700.0,"al duqum, al wusta",600.0,2.0,2.0,6.55250788703459,6.398594934535208
محل ف الحيل الجنوبيه خلف ستاذ السيب,150.0,"al hail, muscat",32.0,2.0,2.0,5.017279836814924,3.4965075614664802
شقه ف الدقم مفروشه  الخط الاول,190.0,"al duqum, al wusta",72.0,2.0,2.0,5.25227342804663,4.290459441148391
استوديو صغير هوانا 45 ريال,340.0,"salalah, dhofar",32.0,1.0,1.0,5.831882477283517,3.4965075614664802
للايجار محلات في بركاء الشخاخيط مقابل حديقه النسيم,80.0,"barka, al batinah",24.0,2.0,2.0,4.394449154672439,3.2188758248682006
فيلا جديدة للإيجار في صلاله,100.0,"salalah, dhofar",100.0,4.0,3.0,4.61512051684126,4.61512051684126
flat for rent,550.0,"muscat hills, muscat",118.0,3.0,2.0,6.311734809152915,4.77912349311153
flat for rent,300.0,"ansab, muscat",80.0,2.0,2.0,5.707110264748875,4.394449154672439
home for rent,50.0,"ja'alan bani bu ali, al sharqiya",676.0,2.0,3.0,3.9318256327243257,6.517671272912275
home for rent,70.0,"salalah, dhofar",800.0,4.0,3.0,4.2626798770413155,6.68586094706836
flat for rent,50.0,"salalah, dhofar",300.0,1.0,3.0,3.9318256327243257,5.707110264748875
للايجار  في موالح  اول ساكن غرفتين وصالة ٢حمام مطبخ وفاي فاي,280.0,"al mawaleh, muscat",100.0,2.0,2.0,5.638354669333745,4.61512051684126
لا تفوّت هذه الفرصة – مكتب للايجار في موقع مميز + تصميم داخلي مجانًا!,450.0,"bosher, muscat",110.0,2.0,2.0,6.111467339502679,4.709530201312334
محل تجاري للإيجار بشارع 18 نوفمبر بالعذيبة,550.0,"azaiba, muscat",58.0,2.0,2.0,6.311734809152915,4.07753744390572
bed space and room for nent ruwi only indians,35.0,"ruwi, muscat",14.0,2.0,1.0,3.58351893845611,2.70805020110221
شقة فاخرة مفروش بالكامل للايجار اليومي بأفضل منتجعات صلالة - هوانا,55.0,"salalah, dhofar",63.0,2.0,2.0,4.02535169073515,4.1588830833596715
شقة فاخرة مفروش بالكامل للايجار اليومي بأفضل منتجعات صلالة هوانا,55.0,"salalah, dhofar",63.0,1.0,1.0,4.02535169073515,4.1588830833596715
للايجار  - للايجار في مرتفعات بوشر,230.0,"bosher, muscat",70.0,2.0,1.0,5.442417710521793,4.2626798770413155
3bhk apartment in azhiba,340.0,"azaiba, muscat",150.0,2.0,3.0,5.831882477283517,5.017279836814924
"office at 18 nov street corner near traffic light, rare opportunity",730.0,"azaiba, muscat",122.0,2.0,2.0,6.594413459749778,4.812184355372417
home for rent,100.0,"salalah, dhofar",600.0,3.0,3.0,4.61512051684126,6.398594934535208
farm for rent,50.0,"sur, al sharqiya",600.0,2.0,2.0,3.9318256327243257,6.398594934535208
land for rent,100.0,"barka, al batinah",4000.0,2.0,2.0,4.61512051684126,8.294299608857235
villa for rent,550.0,"al khoud, muscat",417.0,4.0,6.0,6.311734809152915,6.035481432524756
store for rent,120.0,"al maabilah, muscat",30.0,2.0,2.0,4.795790545596741,3.4339872044851463
home for rent,330.0,"al hail, muscat",350.0,3.0,3.0,5.802118375377063,5.860786223465865
home for rent,275.0,"al maabilah, muscat",400.0,3.0,3.0,5.62040086571715,5.993961427306569
room for rent,50.0,"al khaboura, al batinah",10.0,1.0,1.0,3.9318256327243257,2.3978952727983707
shop for rent,160.0,"ruwi, muscat",14.0,2.0,2.0,5.081404364984463,2.70805020110221
garage for sell,75.0,"salalah, dhofar",25.0,2.0,2.0,4.330733340286331,3.258096538021482
غرف للموظفين والموظفات العمانيين في القرم خلف المايا شامل كهربا ماي ان,100.0,"qurum, muscat",62.0,1.0,1.0,4.61512051684126,4.143134726391533
شقة للايجار free internet and water apartment for rent,300.0,"azaiba, muscat",120.0,3.0,2.0,5.707110264748875,4.795790545596741
بيت لليجار اليومي في صحلنوت,70.0,"salalah, dhofar",1200.0,4.0,3.0,4.2626798770413155,7.0909098220799835
2 bhk villa-type flat on the ground floor,160.0,"al hail, muscat",350.0,2.0,2.0,5.081404364984463,5.860786223465865
فيلا للإيجار في جحلوت بالقرب من المسرة,280.0,"al amarat, muscat",1476.0,4.0,3.0,5.638354669333745,7.29776828253138
commercial spacious 3 room flat in al ghubrah,300.0,"al ghubrah, muscat",70.0,2.0,2.0,5.707110264748875,4.2626798770413155
محلات للإيجار + شقة للايجار للتواصل على الرقم 98895553,120.0,"ruwi, muscat",200.0,2.0,2.0,4.795790545596741,5.303304908059076
flat for rent,55.0,"taqah, dhofar",25.0,1.0,1.0,4.02535169073515,3.258096538021482
shop for rent,330.0,"al khuwair, muscat",78.0,2.0,2.0,5.802118375377063,4.3694478524670215
i bhk beautiful apartment in marsa garden bulding,500.0,"the wave (almouj), muscat",85.0,1.0,1.0,6.2166061010848646,4.454347296253507
shop and pffice for rent,100.0,"salalah, dhofar",30.0,2.0,2.0,4.61512051684126,3.4339872044851463
شقة جميلة للإيجار في الحيل الشمالية من المالك مباشرة,300.0,"al hail, muscat",82.0,2.0,3.0,5.707110264748875,4.418840607796598
flat for rent,185.0,"al maabilah, muscat",222.0,2.0,2.0,5.225746673713202,5.407171771460119
room for rent,100.0,"al khoud, muscat",70.0,1.0,1.0,4.61512051684126,4.2626798770413155
room for rent,120.0,"al khuwair, muscat",90.0,1.0,1.0,4.795790545596741,4.51085950651685
flat for ren t,50.0,"salalah, dhofar",90.0,2.0,2.0,3.9318256327243257,4.51085950651685
bed for rent,50.0,"salalah, dhofar",30.0,1.0,2.0,3.9318256327243257,3.4339872044851463
bed for rent,100.0,"qurum, muscat",100.0,1.0,1.0,4.61512051684126,4.61512051684126
3br apartment at ruwi - mudhaireb,250.0,"ruwi, muscat",180.0,2.0,3.0,5.5254529391317835,5.198497031265826
studio for rent,90.0,"sohar, al batinah",85.0,1.0,1.0,4.51085950651685,4.454347296253507
1br or 2br apartments at al khuwair - sala,150.0,"al khuwair, muscat",100.0,2.0,1.0,5.017279836814924,4.61512051684126
2 bedroom apartment for rent in al qurum - butterfly,250.0,"qurum, muscat",89.0,2.0,2.0,5.5254529391317835,4.499809670330265
shop for rent,150.0,"al amarat, muscat",30.0,2.0,2.0,5.017279836814924,3.4339872044851463
room for rent,140.0,"al khuwair, muscat",100.0,1.0,1.0,4.948759890378168,4.61512051684126
شقة للإيجار مسقط باي,450.0,"yiti, muscat",100.0,2.0,2.0,6.111467339502679,4.61512051684126
فيلا للإيجار,550.0,"al khuwair, muscat",200.0,5.0,4.0,6.311734809152915,5.303304908059076
شقة للإيجار,250.0,"azaiba, muscat",75.0,2.0,1.0,5.5254529391317835,4.330733340286331
