title,price,location,area,bathrooms,bedrooms,log_price,log_area
sharing room,60.0,"al ghubrah, muscat",20.0,2.0,2.0,4.110873864173311,3.044522437723423
شقق وغرف للايجار,200.0,"al khuwair, muscat",50.0,1.0,1.0,5.303304908059076,3.9318256327243257
شقة للايجار الدور الثاني العامرات… (للتواصل واتس فقط 99612299 ),130.0,"al amarat, muscat",131.0,3.0,3.0,4.875197323201151,4.882801922586371
صلالة صحنوت,140.0,"salalah, dhofar",300.0,5.0,5.0,4.948759890378168,5.707110264748875
استديو في العذيبه خلف ماركت سلطان,160.0,"azaiba, muscat",50.0,1.0,1.0,5.081404364984463,3.9318256327243257
regency almansoor for daily rent,340.0,"salalah, dhofar",100.0,2.0,2.0,5.831882477283517,4.61512051684126
elegant villa for rent near nesto barka,340.0,"barka, al batinah",300.0,6.0,5.0,5.831882477283517,5.707110264748875
استوديو مفروش للايجار fully furnished studio,175.0,"al ghubrah, muscat",30.0,1.0,1.0,5.170483995038151,3.4339872044851463
"room for rent in a quiet flat, ideal for working class students family",340.0,"al maabilah, muscat",40.0,1.0,1.0,5.831882477283517,3.713572066704308
seeb souq near makkah hypermarket 3 rooms semi furnished flat for rent,170.0,"al seeb, muscat",350.0,2.0,3.0,5.14166355650266,5.860786223465865
"room for rent in a quiet and clean flat, ideal for working class……",340.0,"al maabilah, muscat",40.0,1.0,1.0,5.831882477283517,3.713572066704308
"room for rent (bed space) in hamriya, ruwi – exclusively for malayali",50.0,"ruwi, muscat",150.0,2.0,2.0,3.9318256327243257,5.017279836814924
صحار. حي الرفعه,10.0,"sohar, al batinah",20.0,1.0,1.0,2.3978952727983707,3.044522437723423
"room sharing executive bachelor with electricity, water and wifi",65.0,"azaiba, muscat",1200.0,1.0,1.0,4.189654742026425,7.0909098220799835
1 bedroom appartment for rent in wadi adai. 60 omr,60.0,"mutrah, muscat",65.0,1.0,1.0,4.110873864173311,4.189654742026425
two and three bedroom apartment close to the hyatt and the beach,425.0,"shatti al qurum, muscat, oman",120.0,2.0,2.0,6.054439346269371,4.795790545596741
shop for rent in bosher| ref 84mc,325.0,"bawshar, muscat, oman",46.0,2.0,2.0,5.786897381366708,3.8501476017100584
"furnished one bedroom apartment, muscat bay",700.0,"muscat bay, muscat, oman",120.0,1.0,1.0,6.55250788703459,4.795790545596741
great apartment for rent in bosher| ref 991ba,300.0,"bawshar, muscat, oman",120.0,1.0,2.0,5.707110264748875,4.795790545596741
2 br lovely apartment located in al khuwair,350.0,"al khuwair, muscat, oman",120.0,2.0,2.0,5.860786223465865,4.795790545596741
4 br + maid’s room stunning villa in bustan,525.0,"salalah, dhofar",120.0,4.0,4.0,6.26530121273771,4.795790545596741
4 desk office space in business center in qurum,650.0,"qurum, muscat, oman",120.0,2.0,2.0,6.478509642208569,4.795790545596741
for rent villa in al khuwair,800.0,"al khuwair, muscat, oman",400.0,7.0,5.0,6.68586094706836,5.993961427306569
fully furnished apartment 2bhk in bousher,325.0,"bawshar, muscat, oman",110.0,2.0,2.0,5.786897381366708,4.709530201312334
nice apartment for rent in al khuwair | ref 838bh,230.0,"al khuwair, muscat, oman",120.0,2.0,2.0,5.442417710521793,4.795790545596741
2 br magnificent apartment – muscat hills with nearby amenities,450.0,"muscat hills, muscat, oman",120.0,2.0,2.0,6.111467339502679,4.795790545596741
"type b01, two bedroom apartment plus study,  marsa three, al mouj muscat",650.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.478509642208569,4.795790545596741
320 sq m office space in qurum close to the beach,340.0,"qurum, muscat, oman",120.0,2.0,2.0,5.831882477283517,4.795790545596741
"hatat complex - high quality office space, al wutayyah",520.0,"salalah, dhofar",120.0,2.0,2.0,6.255750041753367,4.795790545596741
spacious villa for rent in al khoud| ref 92bc,425.0,"al khoud, muscat, oman",120.0,5.0,5.0,6.054439346269371,4.795790545596741
5 br + maid’s room twin fantastic villa in ansab,500.0,"ansab, muscat, oman",120.0,6.0,5.0,6.2166061010848646,4.795790545596741
1bhk apartment for rent in muscat bay,400.0,"muscat bay, muscat, oman",79.99,1.0,1.0,5.993961427306569,4.3943256902608985
2bhk with balcony fully furnished flat for rent in gubrah north (sea view),450.0,"ghubrah, muscat, oman",120.0,2.0,2.0,6.111467339502679,4.795790545596741
for rent studio in al azaiba,170.0,"azaiba, muscat, oman",70.0,1.0,2.0,5.14166355650266,4.2626798770413155
for rent villa in al hail north,600.0,"al hail north, muscat, oman",300.0,3.0,4.0,6.398594934535208,5.707110264748875
fully furnished apartment for rent in al ghubra north |ref 287gb,650.0,"salalah, dhofar",120.0,3.0,3.0,6.478509642208569,4.795790545596741
spacious apartment in shatti al qurum | ref 693am-1,550.0,"shatti al qurum, muscat, oman",120.0,3.0,3.0,6.311734809152915,4.795790545596741
1bhk flat for rent in gubrah north close to beach,300.0,"ghubrah, muscat, oman",120.0,1.0,1.0,5.707110264748875,4.795790545596741
luxury apartment for rent in al mouj | ref 458mb,500.0,"al mouj, muscat, oman",120.0,1.0,1.0,6.2166061010848646,4.795790545596741
3 br + maid’s room villa in bowsher,700.0,"bawshar, muscat, oman",120.0,4.0,3.0,6.55250788703459,4.795790545596741
for rent flat in al seeb,150.0,"seeb, muscat, oman",65.0,2.0,1.0,5.017279836814924,4.189654742026425
brand new fully furnished offices space for rent in bosher | ref 345tb,350.0,"bawshar, muscat, oman",120.0,2.0,2.0,5.860786223465865,4.795790545596741
2 br close to amenities apartment in ghubra,230.0,"salalah, dhofar",120.0,2.0,2.0,5.442417710521793,4.795790545596741
2 br + maid's room nice apartment – muscat bay with amenities,700.0,"muscat bay, muscat, oman",120.0,3.0,2.0,6.55250788703459,4.795790545596741
for rent open space in al ruwi / mutrah,550.0,"ruwi, muscat, oman",250.0,2.0,2.0,6.311734809152915,5.5254529391317835
beautiful four bedroom townhouse in qurum,800.0,"qurum, muscat, oman",120.0,5.0,4.0,6.68586094706836,4.795790545596741
120 sqm shell & core shop in qurum heights,780.0,"qurum, muscat, oman",120.0,2.0,2.0,6.660575149839686,4.795790545596741
furnished apartment for rent in azaiba | ref 966gh,350.0,"azaiba, muscat, oman",120.0,2.0,2.0,5.860786223465865,4.795790545596741
3 br fully furnished apartment in qurum,500.0,"qurum, muscat, oman",120.0,3.0,3.0,6.2166061010848646,4.795790545596741
"type 2b, two bedroom apartment, almeria south, al mouj muscat",600.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.398594934535208,4.795790545596741
new building for rent & sale in al ansab |ref 787nb,340.0,"ansab, muscat, oman",120.0,2.0,2.0,5.831882477283517,4.795790545596741
"type a12, one bedroom apartment, marsa gardens, al mouj muscat",680.0,"al mouj, muscat, oman",120.0,1.0,1.0,6.523562306149512,4.795790545596741
modern three bedroom villa with sea views in qurum,600.0,"qurum, muscat, oman",120.0,4.0,3.0,6.398594934535208,4.795790545596741
300 sq m office space in ghubrah north,750.0,"ghubrah, muscat, oman",120.0,2.0,2.0,6.621405651764134,4.795790545596741
great townhouse for rent in al ghubra north | ref 734bb,600.0,"ghubrah north, muscat, oman",120.0,6.0,4.0,6.398594934535208,4.795790545596741
"two bedroom apartment, al khuwair 33",250.0,"al khuwair, muscat, oman",120.0,2.0,2.0,5.5254529391317835,4.795790545596741
beautiful 4 bedrooms with maid room villa for rent in alkhoud,425.0,"al khoud, muscat, oman",320.0,5.0,4.0,6.054439346269371,5.771441123130016
for rent flat in al qurum,270.0,"qurum, muscat, oman",120.0,2.0,2.0,5.602118820879701,4.795790545596741
"luxury 3 bedroom apartment for rent in qurum, muscat, oman",650.0,"qurum, muscat, oman",200.0,5.0,3.0,6.478509642208569,5.303304908059076
cozy twin villa for rent in al ansab | ref 567bb,430.0,"ansab, muscat, oman",120.0,7.0,2.0,6.066108090103747,4.795790545596741
2 br apartment with golf course view | muscat hills,550.0,"muscat hills, muscat, oman",120.0,2.0,2.0,6.311734809152915,4.795790545596741
for rent flat in al qurum,180.0,"qurum, muscat, oman",85.0,1.0,1.0,5.198497031265826,4.454347296253507
181 sqm commercial office space in qurum for rent,634.0,"qurum, muscat, oman",120.0,2.0,2.0,6.453624998892692,4.795790545596741
one bedroom fully furnished apartment in al qurum,530.0,"qurum, muscat, oman",120.0,2.0,1.0,6.274762021241939,4.795790545596741
retail shops for rent located in mabelah,590.0,"salalah, dhofar",120.0,2.0,2.0,6.3818160174060985,4.795790545596741
great townhouse for rent in al qurum | ref 95bh,550.0,"qurum, muscat, oman",120.0,3.0,2.0,6.311734809152915,4.795790545596741
1 br brand new stunning apartment – juman 2,650.0,"al mouj, muscat, oman",120.0,2.0,1.0,6.478509642208569,4.795790545596741
"3 br brand new villa – bousher, al muna gardens",700.0,"bawshar, muscat, oman",120.0,4.0,3.0,6.55250788703459,4.795790545596741
1 br cozy apartment in al mouj – marina access,460.0,"al mouj, muscat, oman",120.0,2.0,1.0,6.133398042996649,4.795790545596741
4 br + 1 maid’s room villa in al hail north (close to the village),630.0,"al hail, muscat, oman",120.0,4.0,4.0,6.447305862541213,4.795790545596741
4 br + maid’s room lovely villa in ghubra with amenities nearby,500.0,"salalah, dhofar",120.0,4.0,4.0,6.2166061010848646,4.795790545596741
beautiful twin villa for rent in al hail south | ref 959gh,450.0,"al hail south, muscat, oman",120.0,6.0,5.0,6.111467339502679,4.795790545596741
1bhk flat for rent in qurum,230.0,"salalah, dhofar",120.0,2.0,1.0,5.442417710521793,4.795790545596741
4 bhk villa for rent in izz compound,650.0,"madinat al ilam, muscat, oman",350.0,4.0,4.0,6.478509642208569,5.860786223465865
offices for rent in al khuwair | ref 275sb,650.0,"al khuwair, muscat, oman",104.0,2.0,2.0,6.478509642208569,4.653960350157523
60 sqm office in madinat qaboos - near british council,450.0,"madinat as sultan qaboos, muscat, oman",120.0,2.0,2.0,6.111467339502679,4.795790545596741
standalone villa for rent in qurum| ref 98lc,750.0,"qurum, muscat, oman",700.0,7.0,5.0,6.621405651764134,6.55250788703459
"villa for rent in shatti al qurm, muscat - central, muscat, oman",750.0,"shatti al qurum, muscat, oman",120.0,3.0,3.0,6.621405651764134,4.795790545596741
"3 bhk flat for rent in al qurum, muscat, oman",450.0,"qurum, muscat, oman",190.0,3.0,3.0,6.111467339502679,5.25227342804663
127 sqm road-facing shop in qurum – ras al hamra area,750.0,"qurum, muscat, oman",120.0,2.0,2.0,6.621405651764134,4.795790545596741
"oman residence, al khuwair, muscat, two bedroom apartments",400.0,"al khuwair, muscat, oman",120.0,2.0,2.0,5.993961427306569,4.795790545596741
2 + 1 br ground floor furnished flat with garden in qurum 29,700.0,"al khuwair, muscat, oman",120.0,3.0,2.0,6.55250788703459,4.795790545596741
4 br spacious apartment in mawaleh,450.0,"al mawaleh, muscat, oman",120.0,4.0,4.0,6.111467339502679,4.795790545596741
multiple retail shop spaces located in duqm for rent - 45 - 100 sqm,700.0,"salalah, dhofar",120.0,2.0,2.0,6.55250788703459,4.795790545596741
renovated apartment for rent in al qurum | ref 387bb,300.0,"qurum, muscat, oman",120.0,3.0,3.0,5.707110264748875,4.795790545596741
4 br + maid’s room villa with pool + lounge in seeb,450.0,"salalah, dhofar",120.0,4.0,4.0,6.111467339502679,4.795790545596741
1 br fully furnished apartment – al mouj with shared pool,550.0,"al mouj, muscat, oman",120.0,2.0,1.0,6.311734809152915,4.795790545596741
luxury twin villa for rent in al ghubra south | ref 543mb,800.0,"salalah, dhofar",120.0,7.0,2.0,6.68586094706836,4.795790545596741
2bhk apartment for rent in muscat bay,500.0,"muscat bay, muscat, oman",116.0,2.0,2.0,6.2166061010848646,4.762173934797756
fancy apartment for rent in al mawaleh south | ref 500gh,550.0,"al mawaleh south, muscat, oman",120.0,5.0,2.0,6.311734809152915,4.795790545596741
for rent villa in al khoud,300.0,"al khoud, muscat, oman",220.0,4.0,4.0,5.707110264748875,5.3981627015177525
furnished apartment for rent in muscat hills |ref 496ga,380.0,"muscat hills, muscat, oman",120.0,1.0,1.0,5.942799375126701,4.795790545596741
for rent fully furnished apartment in muscat grand mall,600.0,"ghubrah north, muscat, oman",100.0,2.0,2.0,6.398594934535208,4.61512051684126
"6 br spacious villa for rent – mawaleh, near al mouj",650.0,"al mawaleh, muscat, oman",120.0,6.0,6.0,6.478509642208569,4.795790545596741
modern apartment for rent in muscat hills| ref 85yc,400.0,"muscat hills, muscat, oman",120.0,2.0,2.0,5.993961427306569,4.795790545596741
"one bedroom plus study apartment, ghubra",375.0,"salalah, dhofar",120.0,2.0,1.0,5.929589143389895,4.795790545596741
4 br + maid room amazing villa in azaiba – near to zubair automotive,750.0,"azaiba, muscat, oman",120.0,4.0,4.0,6.621405651764134,4.795790545596741
budget apartment for rent in matrah | ref 904ma,300.0,"salalah, dhofar",120.0,3.0,3.0,5.707110264748875,4.795790545596741
2 br fully furnished apartment | ghubra - mgm,625.0,"salalah, dhofar",120.0,3.0,2.0,6.439350371100098,4.795790545596741
"b03 type, two bedroom apartment, marsa one, al mouj muscat",650.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.478509642208569,4.795790545596741
2 br nice apartment located in al khuwair,270.0,"al khuwair, muscat, oman",120.0,3.0,2.0,5.602118820879701,4.795790545596741
nice townhouse for rent in qurum 29 | ref 13ga,700.0,"salalah, dhofar",120.0,6.0,2.0,6.55250788703459,4.795790545596741
(2 months free) office space available for rent in madinat sultan qaboos,450.0,"madinat as sultan qaboos, muscat, oman",90.0,2.0,2.0,6.111467339502679,4.51085950651685
penthouse apartment for rent in al qurum| ref 39ic,375.0,"qurum, muscat, oman",120.0,3.0,2.0,5.929589143389895,4.795790545596741
spacious 4br+maidroom apartment (1st floor) for rent in al hail north,500.0,"al hail, muscat, oman",180.0,5.0,4.0,6.2166061010848646,5.198497031265826
for rent offices spaces  in al qurum,450.0,"qurum, muscat, oman",100.0,2.0,2.0,6.111467339502679,4.61512051684126
3bhk apartment available for rent in al khuwair,350.0,"al khuwair, muscat, oman",120.0,4.0,3.0,5.860786223465865,4.795790545596741
office for rent,250.0,"qurum, muscat, oman",50.0,1.0,1.0,5.5254529391317835,3.9318256327243257
2 bhk & 1 bhk apartments for rent 1 month for free in prime location of watayah,140.0,"wattayyah, muscat, oman",120.0,2.0,2.0,4.948759890378168,4.795790545596741
for rent flat in ghala,300.0,"ghala, muscat, oman",85.0,3.0,2.0,5.707110264748875,4.454347296253507
office space one desk in lamar business center bawshar for rent,190.0,"bawshar, muscat, oman",120.0,2.0,2.0,5.25227342804663,4.795790545596741
furnished apartment for rent in muscat hills | ref 301me,450.0,"muscat hills, muscat, oman",120.0,2.0,2.0,6.111467339502679,4.795790545596741
170 sq m office space in ruwi – cbd,500.0,"ruwi, muscat, oman",120.0,2.0,2.0,6.2166061010848646,4.795790545596741
office for rent in bosher |ref 545mb,400.0,"bawshar, muscat, oman",120.0,2.0,2.0,5.993961427306569,4.795790545596741
2 bedrooms with swimming pool apartments for rent,325.0,"salalah, dhofar",120.0,2.0,2.0,5.786897381366708,4.795790545596741
great twin villa for rent in al hail north| ref 419ba,425.0,"al hail north, muscat, oman",120.0,3.0,3.0,6.054439346269371,4.795790545596741
luxury apartment for rent & sale in al mouj | ref 784gm,500.0,"al mouj, muscat, oman",90.0,1.0,1.0,6.2166061010848646,4.51085950651685
2 bhk apartment is available for rent in al ghubra near indian school,250.0,"ghubrah, muscat, oman",120.0,3.0,2.0,5.5254529391317835,4.795790545596741
3bhk flat for rent in qurum,325.0,"salalah, dhofar",120.0,3.0,3.0,5.786897381366708,4.795790545596741
5 br + maid’s room villa in mawaleh close to amenities,500.0,"al mawaleh, muscat, oman",120.0,5.0,5.0,6.2166061010848646,4.795790545596741
fully furnished apartment for rent in shatti al qurum | ref 454bb,500.0,"qurum, muscat, oman",100.0,2.0,1.0,6.2166061010848646,4.61512051684126
2 br + 1 maid’s room duplex apartment in madinat sultan qaboos,700.0,"madinat as sultan qaboos, muscat, oman",120.0,3.0,2.0,6.55250788703459,4.795790545596741
beautiful 4br+maidroom villa in compound for rent in qurum,750.0,"salalah, dhofar",120.0,5.0,4.0,6.621405651764134,4.795790545596741
3 br modern villa in shatti al qurum with shared pool & gym,650.0,"shatti al qurum, muscat, oman",120.0,3.0,3.0,6.478509642208569,4.795790545596741
for rent flat in al mouj,450.0,"al mouj, muscat, oman",85.0,2.0,1.0,6.111467339502679,4.454347296253507
modern building in muttrah consist of 2bhk for rent @ 210/- ro (1 month free),210.0,"mutrah, muscat, oman",110.0,2.0,2.0,5.351858133476067,4.709530201312334
brand new flat for rent & sale in al hail north | ref 878mb,300.0,"al hail north, muscat, oman",69.0,2.0,1.0,5.707110264748875,4.248495242049359
2bhk flat available for rent in bosher,280.0,"salalah, dhofar",120.0,2.0,2.0,5.638354669333745,4.795790545596741
1 bhk apartment for rent in azaiba garden,275.0,"azaiba, muscat, oman",80.0,1.0,1.0,5.62040086571715,4.394449154672439
1 desk office space for small companies in qurum,200.0,"qurum, muscat, oman",120.0,2.0,2.0,5.303304908059076,4.795790545596741
1 month free special offer brand new commercial area for rent in souq al khoud,340.0,"al khoud, muscat, oman",26.0,2.0,2.0,5.831882477283517,3.295836866004329
offices & shops for rent in al qurum |ref 845yb,600.0,"qurum, muscat, oman",150.0,2.0,2.0,6.398594934535208,5.017279836814924
for rent flat in al aziba,280.0,"azaiba, muscat, oman",170.0,3.0,2.0,5.638354669333745,5.14166355650266
140 sq m showroom space in cbd,500.0,"ruwi, muscat, oman",120.0,2.0,2.0,6.2166061010848646,4.795790545596741
2bhk flat for rent in qurum,250.0,"salalah, dhofar",120.0,2.0,2.0,5.5254529391317835,4.795790545596741
"2 br furnished apartment in mgm, ghubra",650.0,"salalah, dhofar",120.0,3.0,2.0,6.478509642208569,4.795790545596741
"type ras asaylah townhouse, phase one, al mouj muscat",650.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.478509642208569,4.795790545596741
2 br elegant flat located in al mouj – almeria south,600.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.398594934535208,4.795790545596741
170 sqm office lease takeover in ruwi cbd area,350.0,"ruwi, muscat, oman",120.0,2.0,2.0,5.860786223465865,4.795790545596741
luxury apartment for rent in muscat hills | ref 480gb,430.0,"muscat hills, muscat, oman",120.0,3.0,2.0,6.066108090103747,4.795790545596741
brand new apartment for rent in ruwi | ref 718yb,225.0,"ruwi, muscat, oman",100.0,2.0,1.0,5.420534999272286,4.61512051684126
fully furnished apartment for rent in al khuwair 33 | ref 935ba,600.0,"al khuwair, muscat, oman",120.0,7.0,2.0,6.398594934535208,4.795790545596741
2 bhk apartment for rent in al khuwair,325.0,"al khuwair, muscat, oman",90.0,2.0,2.0,5.786897381366708,4.51085950651685
sea view twin-villa for rent in al hail north| ref 41yc,750.0,"al hail, muscat, oman",120.0,8.0,6.0,6.621405651764134,4.795790545596741
3 br + maid’s room amazing villa in al khuwair with amenities nearby,700.0,"al khuwair, muscat, oman",120.0,4.0,3.0,6.55250788703459,4.795790545596741
renovated townhouse for rent in al qurum | ref 811ba,600.0,"qurum, muscat, oman",120.0,6.0,3.0,6.398594934535208,4.795790545596741
2 bhk apartment for rent ( beach oasis building),550.0,"salalah, dhofar",100.0,2.0,2.0,6.311734809152915,4.61512051684126
2 desk offices for rent located at wattayah,250.0,"wattayyah, muscat, oman",120.0,2.0,2.0,5.5254529391317835,4.795790545596741
2bhk flat for rent in ruwi,160.0,"ruwi, muscat, oman",120.0,2.0,2.0,5.081404364984463,4.795790545596741
beautiful 1bhk furnished flat available for rent in gubrah north (close to beach),330.0,"ghubrah, muscat, oman",120.0,1.0,1.0,5.802118375377063,4.795790545596741
"1 br fully furnished apartment in bosher, dolphin village",550.0,"bawshar, muscat, oman",120.0,2.0,1.0,6.311734809152915,4.795790545596741
"type b03, liwan, two bedroom apartment, al mouj",650.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.478509642208569,4.795790545596741
beautiful three bedroom apartment in shatti with sea views,550.0,"shatti al qurum, muscat, oman",120.0,3.0,3.0,6.311734809152915,4.795790545596741
1 br stunning apartment in al mouj with amenities,700.0,"al mouj, muscat, oman",120.0,2.0,1.0,6.55250788703459,4.795790545596741
huge independent villa for rent in mq.,500.0,"madinat as sultan qaboos, muscat, oman",120.0,5.0,5.0,6.2166061010848646,4.795790545596741
"two bed apartment, type b02, liwan, al mouj",625.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.439350371100098,4.795790545596741
"budget apartment for rent in ruwi, wattayah | ref 948ib",150.0,"ruwi, muscat, oman",120.0,2.0,2.0,5.017279836814924,4.795790545596741
sea view villa for rent in al hail north | ref 34ba,650.0,"al hail north, muscat, oman",120.0,5.0,3.0,6.478509642208569,4.795790545596741
amazing standalone villa for rent in al qurum | ref 473tb,750.0,"qurum, muscat, oman",120.0,4.0,4.0,6.621405651764134,4.795790545596741
for rent villa in shatiaa al qurum,700.0,"shati al qurum, muscat, o...",400.0,4.0,4.0,6.55250788703459,5.993961427306569
1 br cozy apartment in al khuwair – gas included,210.0,"al khuwair, muscat, oman",120.0,2.0,1.0,5.351858133476067,4.795790545596741
ground floor apartment for rent in al azaiba | ref 252yb,500.0,"azaiba, muscat, oman",120.0,3.0,3.0,6.2166061010848646,4.795790545596741
lovely twin villa for rent in al ghubra south | ref 867yb,600.0,"ghubrah south, muscat, oman",120.0,2.0,2.0,6.398594934535208,4.795790545596741
one bedroom apartment in rimal bausher,325.0,"salalah, dhofar",120.0,2.0,1.0,5.786897381366708,4.795790545596741
3 bhk apartment for rent in al khuwair,450.0,"salalah, dhofar",130.0,3.0,3.0,6.111467339502679,4.875197323201151
beautiful design 4br+maidroom twin villa for rent in azaiba,800.0,"azaiba, muscat, oman",120.0,5.0,4.0,6.68586094706836,4.795790545596741
2bhk flat for rent in ghubrah,250.0,"ghubrah, muscat, oman",110.0,2.0,2.0,5.5254529391317835,4.709530201312334
3 br + 1 maid’s room furnished apartment in bausher – with pool/gym,600.0,"bawshar, muscat, oman",120.0,4.0,3.0,6.398594934535208,4.795790545596741
beautiful 4br+maidroom villa for rent available at the prime location of mawaleh north which is easily approachable to beach by 2 minutes walk.,550.0,"al mawaleh, muscat, oman",120.0,5.0,4.0,6.311734809152915,4.795790545596741
fully serviced offices with amenities – ideal for smes and start-ups,300.0,"salalah, dhofar",120.0,2.0,2.0,5.707110264748875,4.795790545596741
for rent hotel apartment in al wadi al kaber,300.0,"wadi kabir, muscat, oman",40.0,1.0,1.0,5.707110264748875,3.713572066704308
2 br nice apartment for rent in ruwi,250.0,"ruwi, muscat, oman",120.0,3.0,2.0,5.5254529391317835,4.795790545596741
spacious apartment in shatti al qurum | ref 693am,425.0,"shatti al qurum, muscat, oman",120.0,2.0,2.0,6.054439346269371,4.795790545596741
furnished office space in maktabi business center wattayah for rent,375.0,"wattayyah, muscat, oman",120.0,2.0,2.0,5.929589143389895,4.795790545596741
budget apartment for rent in al maabilah| ref 27ic,200.0,"al maabilah, muscat, oman",120.0,3.0,3.0,5.303304908059076,4.795790545596741
3 desk office space in business centre close to muscat hills,320.0,"al mawaleh, muscat, oman",120.0,2.0,2.0,5.771441123130016,4.795790545596741
luxury apartment for rent in al mouj |ref 188gb,650.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.478509642208569,4.795790545596741
4 br + maid’s room villa in al hail north with large garden,500.0,"al hail, muscat, oman",120.0,5.0,4.0,6.2166061010848646,4.795790545596741
great apartment for rent in shatti al qurum | ref 948bm,400.0,"shatti al qurum, muscat, oman",120.0,2.0,2.0,5.993961427306569,4.795790545596741
for rent villa in al ghubara,450.0,"ghubrah south, muscat, oman",250.0,4.0,3.0,6.111467339502679,5.5254529391317835
penthouse apartment for rent in al ansab| ref 58bc,400.0,"ansab, muscat, oman",120.0,2.0,2.0,5.993961427306569,4.795790545596741
office space available for rent in ghala,320.0,"ghala, muscat, oman",120.0,2.0,2.0,5.771441123130016,4.795790545596741
3 bedroom apartment for rent in wattayya hatat complex,600.0,"wattayyah, muscat, oman",120.0,3.0,3.0,6.398594934535208,4.795790545596741
fitted office for rent in al qurum | ref 862ga,400.0,"qurum, muscat, oman",120.0,2.0,2.0,5.993961427306569,4.795790545596741
apartment for rent in al qurum | ref 200bb,325.0,"qurum, muscat, oman",120.0,2.0,2.0,5.786897381366708,4.795790545596741
4 br + maid’s room wonderful villa – al ansab,500.0,"ansab, muscat, oman",120.0,5.0,4.0,6.2166061010848646,4.795790545596741
"two bedroom apartment, marsa gardens, al mouj",600.0,"al mouj, muscat, oman",120.0,2.0,2.0,6.398594934535208,4.795790545596741
townhouse for rent in madinate al illam | ref 445sh,700.0,"madinat al ilam, muscat, oman",120.0,5.0,4.0,6.55250788703459,4.795790545596741
2bhk flat for rent in azaiba,250.0,"azaiba, muscat, oman",120.0,2.0,2.0,5.5254529391317835,4.795790545596741
"2 bedroom deluxe apartment for rent with gym, swimming pool in humriyah, muscat, oman",500.0,"al hamriyah, muscat, oman",180.0,3.0,2.0,6.2166061010848646,5.198497031265826
3 + 1 br beautiful villa for rent – al hail,550.0,"al hail, muscat, oman",120.0,5.0,4.0,6.311734809152915,4.795790545596741
4 br + maid’s room nice villa with garden in madinat qaboos,700.0,"madinat as sultan qaboos, muscat, oman",120.0,2.0,4.0,6.55250788703459,4.795790545596741
furnished apartment for rent in al khuwair | ref 967ib,260.0,"al khuwair, muscat, oman",120.0,1.0,2.0,5.564520407322694,4.795790545596741
stunning townhouse for rent in bosher | ref 678tb,750.0,"bawshar al muna, muscat, oman",300.0,4.0,3.0,6.621405651764134,5.707110264748875
for rent flat in bousher,180.0,"bawshar, muscat, oman",70.0,2.0,1.0,5.198497031265826,4.2626798770413155
spacious apartment for rent in azaiba | ref 993ib,420.0,"azaiba, muscat, oman",120.0,5.0,3.0,6.042632833682381,4.795790545596741
great apartment for rent in al qurum | ref 818yb,400.0,"qurum, muscat, oman",120.0,2.0,2.0,5.993961427306569,4.795790545596741
1 br brand new apartment in juman 2 with terrace,700.0,"al mouj, muscat, oman",120.0,2.0,1.0,6.55250788703459,4.795790545596741
#ref1101  luxurious well designed fully equipped furnished 1bhk apartment available for rent in muscat hills at boulevard tower,550.0,"muscat hills, muscat, oman",120.0,2.0,1.0,6.311734809152915,4.795790545596741
spacious standalone villa for rent in al azaiba | ref 417bb,800.0,"azaiba, muscat, oman",120.0,5.0,2.0,6.68586094706836,4.795790545596741
hotel apartment for rent in ghala | ref 9ic,840.0,"ghala, muscat, oman",120.0,1.0,2.0,6.734591659972948,4.795790545596741
1 br wonderful apartment – al mouj with shared pool,500.0,"al mouj, muscat, oman",120.0,2.0,1.0,6.2166061010848646,4.795790545596741
400sqm commercial space for rent in al masfah,800.0,"salalah, dhofar",120.0,2.0,2.0,6.68586094706836,4.795790545596741
"modern six-bedrooms twin villa, al hail",500.0,"al hail north, muscat, oman",120.0,7.0,6.0,6.2166061010848646,4.795790545596741
modern townhouse for rent in bosher | ref 361gb,700.0,"bawshar, muscat, oman",120.0,5.0,5.0,6.55250788703459,4.795790545596741
for rent open spaces in al qurum,815.0,"qurum, muscat, oman",220.0,2.0,2.0,6.704414354964107,5.3981627015177525
commercial building available for rent in alkhuwair,390.0,"al khuwair, muscat, oman",139.0,2.0,2.0,5.968707559985366,4.941642422609304
2 br large flat in khuwair service road,260.0,"al khuwair, muscat, oman",120.0,2.0,2.0,5.564520407322694,4.795790545596741
beautiful & spacious 2bhk furnished apartment for rent in al azaiba,360.0,"azaiba, muscat, oman",120.0,3.0,2.0,5.8888779583328805,4.795790545596741
"one bedroom fully furnished apartment, the links, muscat hills",350.0,"muscat hills, muscat, oman",120.0,1.0,1.0,5.860786223465865,4.795790545596741
"2 bhk apartment for rent in ghala, muscat, oman",250.0,"ghala, muscat, oman",109.0,2.0,2.0,5.5254529391317835,4.700480365792417
