title,price,area,bathrooms,bedrooms,log_price,log_area,price_per_sqft,area_sqm,price_per_sqm,total_rooms,"loc_al 'awabi, al batinah","loc_al amarat, muscat","loc_al amarat, muscat, oman","loc_al awabi, muscat, oman","loc_al azaiba south, muscat, ...","loc_al buraimi, al buraimi","loc_al bustan, muscat","loc_al duqum, al wusta","loc_al ghubrah, muscat","loc_al hail north, muscat, oman","loc_al hail south, muscat, oman","loc_al hail, muscat","loc_al hail, muscat, oman","loc_al hamriyah, muscat","loc_al hamriyah, muscat, oman","loc_al kamil and al waafi, al sharqiya","loc_al khaboura, al batinah","loc_al khoud, muscat","loc_al khoud, muscat, oman","loc_al khuwair south, muscat, oman","loc_al khuwair, muscat","loc_al khuwair, muscat, oman","loc_al khuwayr south, muscat,...","loc_al maabilah, muscat","loc_al maabilah, muscat, oman","loc_al masn'a, al batinah","loc_al mawaleh north, muscat, oman","loc_al mawaleh south, muscat, oman","loc_al mawaleh, muscat","loc_al mawaleh, muscat, oman","loc_al mazyona, dhofar","loc_al mouj, muscat, oman","loc_al mudaibi, al sharqiya","loc_al qabil, al sharqiya","loc_al rusayl, muscat","loc_al rustaq, al batinah","loc_al seeb, muscat","loc_al sifah, muscat","loc_al sinainah, al buraimi","loc_al wadi al kabir, muscat","loc_al wadi al kabir, muscat, oman","loc_ansab, muscat","loc_ansab, muscat, oman","loc_azaiba, muscat","loc_azaiba, muscat, oman","loc_bahla, al dakhiliya","loc_barka, al batinah","loc_barr al jissah, muscat","loc_bawshar al muna, muscat, oman","loc_bawshar, muscat, oman","loc_bidbid, al dakhiliya","loc_bidiya, al sharqiya","loc_bosher, muscat","loc_darsait, muscat","loc_darsait, muscat, oman","loc_ghala, muscat","loc_ghala, muscat, oman","loc_ghubrah north, muscat, oman","loc_ghubrah south, muscat, oman","loc_ghubrah, muscat, oman","loc_haima, al wusta","loc_ibra, al sharqiya","loc_ibri, al dhahirah","loc_izki, al dakhiliya","loc_ja'alan bani bu ali, al sharqiya","loc_khasab, musandam","loc_liwa, al batinah","loc_madinat al ilam, muscat, oman","loc_madinat as sultan qaboos, muscat","loc_madinat as sultan qaboos, muscat, oman","loc_madinat as sultan qaboos,...","loc_mahdhah, al buraimi","loc_manah, al dakhiliya","loc_masira, al sharqiya","loc_mirbat, dhofar","loc_misfah, muscat","loc_misfah, muscat, oman","loc_muscat - other, muscat","loc_muscat bay, muscat, oman","loc_muscat hills, muscat","loc_muscat hills, muscat, oman","loc_mutrah, muscat","loc_mutrah, muscat, oman","loc_nizwa, al dakhiliya","loc_qantab, muscat","loc_qurayyat, muscat","loc_qurum 29, muscat, oman","loc_qurum, muscat","loc_qurum, muscat, oman","loc_rakhyut, dhofar","loc_ruwi, muscat","loc_ruwi, muscat, oman","loc_sadab, muscat","loc_sadah, dhofar","loc_saham, al batinah","loc_salalah, dhofar","loc_sayh al malih st, muscat,...","loc_seeb, muscat, oman","loc_shalim and the hallaniyat island, dhofar","loc_shati al qurum, muscat, o...","loc_shatti al qurum, muscat, oman","loc_shinas, al batinah","loc_sohar, al batinah","loc_sohar, al batinah, oman","loc_sultan haitham city, muscat","loc_sumail, al dakhiliya","loc_sur, al sharqiya","loc_suwaiq, al batinah","loc_taqah, dhofar","loc_the wave (almouj), muscat","loc_wadi kabir, muscat, oman","loc_wattayyah, muscat, oman","loc_yiti, muscat","loc_yunqul, al dhahirah",bedrooms_enc
fully furnished studio in al khuwair 33,-0.6267092325479057,12.878435716347743,1.0,2.0,5.198497031265826,9.210440366976515,-0.6742988304854481,929.03,-0.6742988304854483,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
studio ( without furniture ) in al ghubra south,-0.7715610781730847,12.878435716347743,1.0,2.0,5.017279836814924,9.210440366976515,-0.6747897768788557,929.03,-0.6747897768788557,0.07692307692307693,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
bosher al muna | modern 3+1 br townhouses with private pool for rent,2.6083153197477613,-0.010590507063710109,5.0,4.0,6.746412128573375,5.501258210544727,-0.10715648371433054,22.668332,-0.1071564837143306,0.5384615384615384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
shops in hamriya,-1.0129808208817166,-0.31181006210038614,2.0,2.0,4.61512051684126,2.833213344056216,0.345560477419557,1.486448,0.34556047741955703,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
25 sqm shop in al misfah first line,-1.1095487179651693,-0.2999198165068332,2.0,2.0,4.394449154672439,3.258096538021482,-0.15356835587798243,2.322575,-0.15356835587798248,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
ابدئي مشروعك في مجمع نسائي متكامل بالقرب من العريمي بوليفارد,-0.7715610781730847,-0.3065255085032515,2.0,2.0,5.017279836814924,3.044522437723423,0.5501214746726468,1.85806,0.5501214746726469,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
3 bhk + maid room in al muna gardens – bousher | omr 950 for rent,0.14583394411971623,0.0369704753105019,5.0,4.0,5.831882477283517,5.638354669333745,-0.47852811151431957,26.01284,-0.4785281115143197,0.5384615384615384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
للايجار مساحات مفتوحة للمكاتب و الشركات فى المعبيلة مقابل الطريق,1.4012166062046019,-0.07136287343075878,2.0,2.0,6.398594934535208,5.293304824724492,-0.18133906095961405,18.394794,-0.18133906095961408,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
a beautiful and spacious apartment for rent in al qurum,0.9183771207873381,-0.06872059663219146,3.0,3.0,6.2166061010848646,5.303304908059076,-0.2681225143397128,18.5806,-0.26812251433971285,0.3076923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
villas in compound for rent in shatti al qurum,1.6426363489132336,0.06339324329617524,7.0,6.0,6.478509642208569,5.707110264748875,-0.3226721136072035,27.8709,-0.3226721136072035,0.8461538461538461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
غرفه وصاله وحمام ومطبخ,-0.5784252840061793,-0.06872059663219146,1.0,1.0,5.25227342804663,5.303304908059076,-0.5217781509335443,18.5806,-0.5217781509335444,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
52 sqm commercial shop for rent | azaiba – excellent location,2.270327679955676,-0.2642490797261742,2.0,2.0,6.660575149839686,3.970291913552122,1.7774874581911864,4.830956,1.7774874581911873,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
mawaleh south | shop/office space,-1.0129808208817166,-0.31313120049966986,2.0,2.0,4.61512051684126,2.772588722239781,0.4137474765039203,1.393545,0.41374747650392035,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
mq | fit out office space,0.667300588370361,-0.24839541893477016,2.0,2.0,6.107022887742255,4.174387269895637,0.4682970757714109,5.945792,0.46829707577141105,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
mq | beautiful 3+1 duplex apartment,2.6083153197477613,-0.1545945925856298,3.0,3.0,6.746412128573375,4.912654885736052,0.35313681065115293,12.541905,0.353136810651153,0.3076923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
al khuwair | retail unit (shell & core),1.4012166062046019,-0.25367997253190483,2.0,2.0,6.398594934535208,4.110873864173311,0.9592434691788267,5.57418,0.9592434691788269,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
villa for rent,0.6769573780787063,0.1690843152388686,6.0,5.0,6.111467339502679,5.942799375126701,-0.4834498798692812,35.30314,-0.48344987986928123,0.6923076923076924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
madinat qaboos | 3+2br refurbished traditional villa with backyard,2.1254758343304974,0.32762092315290864,6.0,5.0,6.621405651764134,6.2166061010848646,-0.4317713121421847,46.4515,-0.43177131214218484,0.6923076923076924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
"2-bedroom apartment for daily rent – zahrat al khareef complex, salala",-1.3509684606738013,-0.17705394537345215,2.0,2.0,3.4339872044851463,4.77912349311153,-0.6356388822859421,10.962554,-0.6356388822859422,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
3bhk penthouse for rent in ghala - airport heights mpa38 p,0.19411789266144258,-0.0951433646178648,4.0,3.0,5.860786223465865,5.198497031265826,-0.35903851311886387,16.72254,-0.35903851311886387,0.3846153846153847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
2 bhk apartment for rent in al khuwair 33 (xw7g),-0.48185738692272656,-0.1744116685748848,2.0,2.0,5.351858133476067,4.795790545596741,-0.39085911269156676,11.14836,-0.3908591126915668,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
4+1 villa in qurum (d27g),0.9183771207873381,0.32762092315290864,5.0,4.0,6.2166061010848646,6.2166061010848646,-0.5135957110434207,46.4515,-0.5135957110434208,0.5384615384615384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
5+1 maid room villa in azaiba (sd2f),1.1597968634959699,0.591848603009642,5.0,5.0,6.311734809152915,6.55250788703459,-0.5486633105725218,65.0321,-0.5486633105725219,0.6153846153846154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
amazing townhouse for rent in al mawaleh north| ref 289ba,1.6426363489132336,0.06339324329617524,7.0,5.0,6.478509642208569,5.707110264748875,-0.3226721136072035,27.8709,-0.3226721136072035,0.7692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
highly recommended 5+1 bhk twin villa commercial at shatti qurum,0.14583394411971623,0.3804664591242553,2.0,2.0,5.831882477283517,6.293419278846481,-0.574206376896188,50.16762,-0.5742063768961881,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
2 bhk furnished apartment in hail (swub),-0.04730185004718925,-0.1744116685748848,3.0,2.0,5.707110264748875,4.795790545596741,-0.2681225143397128,11.14836,-0.26812251433971285,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
2 bhk apartment in al mouj (s28hg),2.3668955770391293,-0.1347775165963748,2.0,2.0,6.68586094706836,5.017279836814924,0.19554907943395763,13.93545,0.19554907943395772,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0
2 bhk semi furnished apartment (s27g),0.6769573780787063,-0.1744116685748848,3.0,2.0,6.111467339502679,4.795790545596741,-0.06356151708662289,11.14836,-0.06356151708662289,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
sr-mr-355 offices to let mawaleh,-0.6267092325479057,-0.24046858853906816,2.0,2.0,5.198497031265826,4.262679877041316,-0.25643331449667905,6.50321,-0.2564333144966791,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
4 br amazing villa with front yard garden – ghubra,2.6083153197477613,0.07528348888972825,3.0,4.0,6.746412128573375,5.736572297479192,-0.2270779129491252,28.707027,-0.22707791294912522,0.3846153846153847,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
3 br modern villa in shatti al qurum with shared pool & gym,1.8840560916218654,-0.1347775165963748,3.0,3.0,6.55250788703459,5.017279836814924,0.08644988089897644,13.93545,0.08644988089897646,0.3076923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
2 bedroom apartment for rent in almouj muscat,2.1254758343304974,-0.1347775165963748,2.0,2.0,6.621405651764134,5.017279836814924,0.14099948016646704,13.93545,0.14099948016646713,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0
well maintained 2 bhk in al ghubrah north,-0.2887215927558211,-0.1942287445641398,2.0,2.0,5.525452939131784,4.663439094112067,-0.28760451407810234,9.754815,-0.2876045140781024,0.15384615384615385,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
غرفتين وصاله وحمام ومطبخ,-0.3852894898392738,0.04357616730692023,1.0,2.0,5.442417710521793,5.655991810819852,-0.5451770579877574,26.477355,-0.5451770579877575,0.07692307692307693,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
fully furnished room + bathroom ( no kitchen ) in al khuwair 33,-0.7715610781730847,14.346220477951897,1.0,1.0,5.017279836814924,9.31578088443418,-0.6750352279827506,1032.245233,-0.6750352279827507,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
للايجار شقه مميزه ف موقع حيوي بالخوير بجوار دوار دوحه الادب - 2bhkrent,0.19411789266144258,-0.1863019141684378,3.0,2.0,5.860786223465865,4.718498871295094,-0.16123478604530542,10.312232999999999,-0.1612347860453054,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1 bedroom apartment on ground floor,0.9183771207873381,-0.20479785175840914,1.0,1.0,6.2166061010848646,4.584967478670572,0.1663059952905607,9.011591,0.16630599529056075,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0
