title,price,area,bathrooms,bedrooms,log_price,log_area,price_per_sqft,area_sqm,price_per_sqm,total_rooms,"loc_al 'awabi, al batinah","loc_al amarat, muscat","loc_al amarat, muscat, oman","loc_al awabi, muscat, oman","loc_al azaiba south, muscat, ...","loc_al buraimi, al buraimi","loc_al bustan, muscat","loc_al duqum, al wusta","loc_al ghubrah, muscat","loc_al hail north, muscat, oman","loc_al hail south, muscat, oman","loc_al hail, muscat","loc_al hail, muscat, oman","loc_al hamriyah, muscat","loc_al hamriyah, muscat, oman","loc_al kamil and al waafi, al sharqiya","loc_al khaboura, al batinah","loc_al khoud, muscat","loc_al khoud, muscat, oman","loc_al khuwair south, muscat, oman","loc_al khuwair, muscat","loc_al khuwair, muscat, oman","loc_al khuwayr south, muscat,...","loc_al maabilah, muscat","loc_al maabilah, muscat, oman","loc_al masn'a, al batinah","loc_al mawaleh north, muscat, oman","loc_al mawaleh south, muscat, oman","loc_al mawaleh, muscat","loc_al mawaleh, muscat, oman","loc_al mazyona, dhofar","loc_al mouj, muscat, oman","loc_al mudaibi, al sharqiya","loc_al qabil, al sharqiya","loc_al rusayl, muscat","loc_al rustaq, al batinah","loc_al seeb, muscat","loc_al sifah, muscat","loc_al sinainah, al buraimi","loc_al wadi al kabir, muscat","loc_al wadi al kabir, muscat, oman","loc_ansab, muscat","loc_ansab, muscat, oman","loc_azaiba, muscat","loc_azaiba, muscat, oman","loc_bahla, al dakhiliya","loc_barka, al batinah","loc_barr al jissah, muscat","loc_bawshar al muna, muscat, oman","loc_bawshar, muscat, oman","loc_bidbid, al dakhiliya","loc_bidiya, al sharqiya","loc_bosher, muscat","loc_darsait, muscat","loc_darsait, muscat, oman","loc_ghala, muscat","loc_ghala, muscat, oman","loc_ghubrah north, muscat, oman","loc_ghubrah south, muscat, oman","loc_ghubrah, muscat, oman","loc_haima, al wusta","loc_ibra, al sharqiya","loc_ibri, al dhahirah","loc_izki, al dakhiliya","loc_ja'alan bani bu ali, al sharqiya","loc_khasab, musandam","loc_liwa, al batinah","loc_madinat al ilam, muscat, oman","loc_madinat as sultan qaboos, muscat","loc_madinat as sultan qaboos, muscat, oman","loc_madinat as sultan qaboos,...","loc_mahdhah, al buraimi","loc_manah, al dakhiliya","loc_masira, al sharqiya","loc_mirbat, dhofar","loc_misfah, muscat","loc_misfah, muscat, oman","loc_muscat - other, muscat","loc_muscat bay, muscat, oman","loc_muscat hills, muscat","loc_muscat hills, muscat, oman","loc_mutrah, muscat","loc_mutrah, muscat, oman","loc_nizwa, al dakhiliya","loc_qantab, muscat","loc_qurayyat, muscat","loc_qurum 29, muscat, oman","loc_qurum, muscat","loc_qurum, muscat, oman","loc_rakhyut, dhofar","loc_ruwi, muscat","loc_ruwi, muscat, oman","loc_sadab, muscat","loc_sadah, dhofar","loc_saham, al batinah","loc_salalah, dhofar","loc_sayh al malih st, muscat,...","loc_seeb, muscat, oman","loc_shalim and the hallaniyat island, dhofar","loc_shati al qurum, muscat, o...","loc_shatti al qurum, muscat, oman","loc_shinas, al batinah","loc_sohar, al batinah","loc_sohar, al batinah, oman","loc_sultan haitham city, muscat","loc_sumail, al dakhiliya","loc_sur, al sharqiya","loc_suwaiq, al batinah","loc_taqah, dhofar","loc_the wave (almouj), muscat","loc_wadi kabir, muscat, oman","loc_wattayyah, muscat, oman","loc_yiti, muscat","loc_yunqul, al dhahirah",bedrooms_enc
adv905*4bhk villa for rent in madinat illam in a complex,2.1254758343304974,0.06339324329617524,4.0,4.0,6.621405651764134,5.707110264748875,-0.2681225143397128,27.8709,-0.2681225143397128,0.46153846153846156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
*adv705** 3+1 bhk villa for rent in bousher –al muna,1.6426363489132336,0.12945016326035858,4.0,3.0,6.478509642208569,5.860786223465865,-0.3733253129270162,32.51605,-0.37332531292701626,0.3846153846153847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
4 br + maid’s room spacious well-designed villa in azaiba,2.1254758343304974,0.24703148079660495,5.0,4.0,6.621405651764134,6.0867747269123065,-0.39766228025397016,40.784417,-0.39766228025397027,0.5384615384615384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
2 br beautiful apartment with panoramic views – muscat hills,0.5803894809952536,-0.1757328069741685,2.0,2.0,6.066108090103747,4.787491742782046,-0.08590851678654027,11.055457,-0.08590851678654031,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
2 br + 1 bedroom brand new apartment in shatti al qurum,1.0390869921416541,-0.1757328069741685,3.0,2.0,6.26530121273771,4.787491742782046,0.04473548145913065,11.055457,0.044735481459130574,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1 br + 1 bedroom brand new apartment in shatti al qurum,0.43553763537007445,-0.2153669589526785,2.0,1.0,5.993961427306569,4.499809670330265,0.058255705996677905,8.268367,0.05825570599667795,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
54 sqm office for rent in muscat hills,-0.061787034609707164,-0.2616068029276068,2.0,2.0,5.697093486505405,4.007333185232471,0.222823879067703,5.016762,0.22282387906770307,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
31.87 s	qm shop in azaiba – commercial use – excellent location,0.8218092237038853,-0.29084359570375434,2.0,2.0,6.175867270105761,3.492560387676128,1.7875004847275786,2.96081861,1.787500484727579,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
bosher | brand new 3+1 br townhouses,2.6083153197477613,0.06339324329617524,4.0,3.0,6.746412128573375,5.707110264748875,-0.21357291507222215,27.8709,-0.21357291507222217,0.3846153846153847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
qurum | 6 br compound villa,1.6426363489132336,0.06339324329617524,6.0,6.0,6.478509642208569,5.707110264748875,-0.3226721136072035,27.8709,-0.3226721136072035,0.7692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
محل للايجار ف الخوض السادسه قريب من جميع الخدمات موقع تجاري مميز,-0.7232771296313584,-0.31181006210038614,2.0,2.0,5.081404364984463,2.833213344056216,0.9592434691788267,1.486448,0.9592434691788269,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
فيلا راقية جديدة للايجار في المعبيلة  villa for rent,0.9183771207873381,0.20607619041881126,7.0,6.0,6.2166061010848646,6.013715156042802,-0.4766945115389417,37.904424,-0.4766945115389418,0.8461538461538461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
shop for rent in seeb souq,-1.0129808208817166,-0.2999198165068332,2.0,2.0,4.61512051684126,3.258096538021482,-0.022649317636004904,2.322575,-0.022649317636004928,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
2bhk in darsait free wifi (b1577),-0.7232771296313584,-0.2074401285569765,2.0,2.0,5.081404364984463,4.564348191467836,-0.4016254809680452,8.825785,-0.40162548096804523,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
2bhk flat in almumtaz free wifi (b3434),-0.4335734383810002,-0.20083443656055813,2.0,2.0,5.3981627015177525,4.61512051684126,-0.31721715368045433,9.2903,-0.31721715368045444,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
sr-hk-595 fully furnished townhouse for rent in almouj .,2.3668955770391293,-0.06872059663219146,3.0,2.0,6.68586094706836,5.303304908059076,-0.022649317636004904,18.5806,-0.022649317636004928,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0
محلات للايجار في العامرات,-0.143869747130642,-0.2695336333233088,2.0,2.0,5.638354669333745,3.8918202981106265,0.2773734783351936,4.459344,0.27737347833519377,0.15384615384615385,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
madinat qaboos | modern 3 br apartment,2.3668955770391293,-0.16780597657846646,2.0,3.0,6.68586094706836,4.836281906951478,0.3701077970899278,11.612875,0.37010779708992775,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
madinat sultan qaboos | beautiful 1 br apartment,0.9183771207873381,-0.22065151254981316,2.0,1.0,6.2166061010848646,4.454347296253507,0.28539547822747174,7.896755,0.28539547822747174,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
adc803**145sqm  offices for rent in ghubra north,2.0047659629761814,-0.14138320859279313,2.0,2.0,6.587550014824796,4.983606621708336,0.14099948016646704,13.470935,0.14099948016646702,0.15384615384615385,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
ada602** 2 bedrooms apartments for rent in khuwair,0.19411789266144258,-0.18762305256772147,3.0,2.0,5.860786223465865,4.709530201312334,-0.15654378856530016,10.21933,-0.15654378856530007,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
adv407**5bhk brand new villa in a complex in al hail south,0.14583394411971623,0.09642170327826691,6.0,5.0,5.831882477283517,5.786897381366708,-0.5060426896063835,30.193475,-0.5060426896063835,0.6923076923076924,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
studio room near al mouj free wifi,-0.7715610781730847,-0.2734970485211598,1.0,1.0,5.017279836814924,3.828641396489095,-0.13174851617098618,4.180635,-0.1317485161709862,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0
محلات للايجار في موقع مميز بالموالح 11 shop for rent in al mawaleh 11,-0.530141335464453,-0.2938425798701283,2.0,2.0,5.303304908059076,3.4210000089583352,0.4284906114410798,2.7499288,0.42849061144107997,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
luxury office spaces at affordable prices now for rent!,-0.2887215927558211,-0.31313120049966986,2.0,2.0,5.525452939131784,2.772588722239781,2.05023545452864,1.393545,2.05023545452864,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
all inclusive serviced office spaces for rent - al khuwair bait eteen,-0.7715610781730847,-0.31973689249608817,2.0,2.0,5.017279836814924,2.3978952727983707,1.7774874581911864,0.92903,1.7774874581911868,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
brand new fuly firnished office spaces for rent - al khuwair !!,-0.2887215927558211,-0.25367997253190483,2.0,2.0,5.525452939131784,4.110873864173311,0.004625481997740469,5.57418,0.004625481997740417,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
budget friendly fully furnished serviced offices for rent - al khuwair,-1.0129808208817166,-0.31973689249608817,2.0,2.0,4.61512051684126,2.3978952727983707,0.9592434691788267,0.92903,0.9592434691788269,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
one room in souq alseeb,-1.0129808208817166,-0.2470742805354865,1.0,1.0,4.61512051684126,4.189654742026425,-0.42547712761132045,6.038695,-0.4254771276113205,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
shop for rent in seeb sooq (b291),-1.0129808208817166,-0.2999198165068332,2.0,2.0,4.61512051684126,3.258096538021482,-0.022649317636004904,2.322575,-0.022649317636004928,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
shop in al hail south محل  الحيل الجنوبية,-0.6267092325479057,-0.29595640130898215,2.0,2.0,5.198497031265826,3.367295829986474,0.37478347702714127,2.601284,0.3747834770271412,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
3bhk luxury in wadi kabir free wifi,-0.2887215927558211,-0.2074401285569765,2.0,2.0,5.525452939131784,4.564348191467836,-0.24658977778675595,8.825785,-0.246589777786756,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
2bhk luxury in wadi kabir free wifi(b2525),-0.3852894898392738,-0.20083443656055813,2.0,2.0,5.442417710521793,4.61512051684126,-0.30085227390020725,9.2903,-0.30085227390020725,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
25sqm shop in almarat (b7820),-1.1095487179651693,-0.29331412451041483,2.0,2.0,4.394449154672439,3.4339872044851463,-0.2408477147059675,2.78709,-0.24084771470596752,0.15384615384615385,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
لإيجار ارض المسفاه  400sqm land for rent in al-masfa,0.049266047036263486,0.19550708322454194,2.0,2.0,5.771441123130016,5.993961427306569,-0.5463254706039151,37.1612,-0.5463254706039152,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
200sqm office in mabail free wifi (b1772),0.43553763537007445,-0.06872059663219146,2.0,2.0,5.993961427306569,5.303304908059076,-0.3499469132409488,18.5806,-0.34994691324094884,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
30 sqm shop in mabila (b11356),-1.0129808208817166,-0.29331412451041483,2.0,2.0,4.61512051684126,3.4339872044851463,-0.13174851617098618,2.78709,-0.1317485161709862,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
